docid	diff	firstpub	author	tags	title
uc1.32106015121020_0	0.829613703682	1952	Sturgeon, Theodore	sf_loc	The complete stories of Theodore Sturgeon
mdp.39015071426368	0.152411438034	1939	Trotter, Melvin E. (Melvin Earnest)	random	These forty years / | $c: by Melvin E. Trotter ; foreword by G. Campbell Morgan ; an appreciation by Harry Ironside.
mdp.39015031231569_0	0.261434382835	1941	Delafield, E. M	random	No one now will know, | $c: by E. M. Delafield [pseud.]
mdp.39015061465624_1	0.611482600281	1946	nan	sf_oclc|fantasy_loc	Famous fantastic mysteries : | 30 great tales of fantasy and horror from the classic pulp magazines Famous fantastic mysteries & Fantastic novels
uc1.$b103269_1	-0.0597849081565	1957	Winsor, Kathleen	random	America, with love.
pst.000006181741	0.427997445023	1950	Taylor, Peter	random	A young woman of means.
pst.000026522340_1	0.0332616496542	1948	Van Vogt, A. E. (Alfred Elton)	sf_oclc	The players of Null-A
pst.000029136407_1	0.0217418305958	1959	Vonnegut, Kurt	sf_oclc	The sirens of Titan.
uc1.$b244727_0	0.0530706678157	1946	Lofts, Norah	random	To see a fine lady / | $c: Norah Lofts.
pst.000029279036_2	0.473141137678	1941	nan	random	Three famous murder novels : | complete and unabridged / | $c: Selected, and with an introd. by Bennett A. Cerf.
mdp.39015056246211_0	0.258709816036	1958	Bester, Alfred	sf_loc	Starburst
mdp.39015016414578_1	0.344307937436	1956	Marsten, Richard	random	The spiked heel.
uc1.b4562654_3	0.126420853333	1946	Healy, Raymond J	sf_loc	Adventures in time and space, | an anthology of modern science-fiction stories, | $c: edited by Raymond J. Healy and J. Francis McComas.
inu.30000061597831_2	-0.146721829415	1959	Bradbury, Ray	sf_loc	Twice twenty-two
uc1.$b244812_0	-0.14861018613	1951	Shohet, Jacqueline	random	Jacob's ladder.
uc1.32106015120998_1	0.155127714971	1956	Sturgeon, Theodore	sf_loc	The complete stories of Theodore Sturgeon
mdp.39015066677249_0	0.141336442994	1957	Montherlant, Henry de	random	Desert love.
mdp.39015009199327_2	-0.962977665876	1949	Stewart, George R	sf_oclc|sf_loc	Earth abides
uc1.$b105438_1	-0.397703462774	1939	Sherriff, R. C. (Robert Cedric)	sf_oclc	The Hopkins manuscript, | $c: by R. C. Sherriff.
pst.000029583676_0	-0.716469214922	1931	Burroughs, Edgar Rice	sf_oclc	The land of hidden men.
pst.000063368413_1	-0.229594430743	1953	Pettit, Paul	random	The Spaniard.
pst.000003806074_0	0.389156589886	1953	Mills, Robert P	sf_oclc|sf_loc	The worlds of science fiction.
inu.32000009177983_0	0.0243268442757	1954	English, Isobel	random	The key that rusts.
uc1.b4082361_1	0.481388673924	1957	White, T. H	sf_oclc	The master : | an adventure story
uc1.$b102763_0	-0.0588545531554	1950	Gragg, Frances	random	Golden Valley : | a novel of California / | $c: by Frances Gragg and George Palmer Putnam.
inu.39000002826803_2	0.12327139057	1952	Bleiler, Everett Franklin	sf_loc	Imagination unlimited, | science-fiction and science, | $c: edited by Everett F. Bleiler and T. E. Dikty.
uc1.b3347098_1	0.178042298875	1954	Shafer, Robert Jones	sf_oclc	The conquered place.
mdp.39015066050850_1	-0.695343089806	1952	Vonnegut, Kurt	sf_oclc	Player piano.
osu.32435057544645_0	0.106852581181	1958	Sutton, Jeff	sf_loc	First on the moon
mdp.39015002201559_0	0.691518922837	1941	Allingham, Margery	random	Traitor's purse.
uc1.$b87329_1	0.0191646362603	1947	Franklin, Miles	random	All that swagger, | $c: by Miles Franklin.
pst.000032467581_2	0.906039495324	1941	White, Patrick	random	The living and the dead / | $c: Patrick White.
uc1.b4089000_1	0.22865855457	1938	Sinclair, Upton	random	Little steel | $c: [by] Upton Sinclair.
uc1.b3467600_0	0.164744263989	1952	Tucker, Wilson	sf_oclc	The long loud silence.
mdp.49015001024521_2	-0.0959348094036	1934	Weinbaum, Stanley Grauman	sf_loc	A Martian Odyssey and other science fiction tales; | $c: the collected short stories of Stanley G. Weinbaum. Introd. by Sam Moskowitz.
mdp.39015002201559_1	-0.358144670783	1941	Allingham, Margery	random	Traitor's purse.
pst.000029136407_0	0.222437229187	1959	Vonnegut, Kurt	sf_oclc	The sirens of Titan.
pst.000024653916_1	-0.0147559380923	1952	Heinlein, Robert A. (Robert Anson)	sf_loc	The rolling stones
uc1.$b103926_0	0.0664448630124	1956	Huntington, Gladys Parish	random	Madame Solario; | [a novel]
uc1.$b87002_0	-0.17741791368	1943	Buck, Pearl S. (Pearl Sydenstricker)	random	The promise, | $c: by Pearl S. Buck.
mdp.39015013281632_0	-0.682929176832	1953	Tracy, Don	random	Crimson is the Eastern Shore.
uc1.b3132896_2	-0.320480485481	1942	Speare, Morris Edmund	random	World's great short stories; | masterpieces of American, English and continental literature, | $c: edited, with an introduction, by M.E. Speare ...
mdp.39015066050850_0	-0.173581307455	1952	Vonnegut, Kurt	sf_oclc	Player piano.
osu.32435064823644_0	0.0984385913069	1953	Gotshall, Jack	random	Pappy and the promised land / | $c: by Jack Gotshall.
mdp.39015069174269_2	0.243863897962	1949	Sturgeon, Theodore	sf_loc	The complete stories of Theodore Sturgeon
mdp.39015057167572_1	0.39308223455	1932	Aldington, Richard	random	Soft answers, | $c: by Richard Aldington.
uc1.$b73564_1	0.109015086254	1940	Hoellering, Franz	random	The defenders / | $c: by Franz Hoellering ; translated from the German by Ludwig Lewisohn.
mdp.39015064833190_1	0.0460909462895	1945	MacLennan, Hugh	random	Two solitudes, | $c: by Hugh MacLennan.
pst.000058048559_0	-0.00102223172186	1949	Heinlein, Robert A. (Robert Anson)	sf_oclc	The day after tomorrow
osu.32435063296008_1	0.620615742492	1942	Boucher, Anthony	sf_oclc	Rocket to the morgue 
mdp.39015019402885_0	0.32118460641	1934	Mitchell, James Leslie	sf_oclc	Gay hunter
inu.30000005092410_0	-0.0587289618943	1950	Asimov, Isaac	sf_loc	I, Robot.
uc1.$b119732_1	0.363682914953	1933	Collier, John	sf_oclc	Full circle, | a tale. | $c: by John Collier.
mdp.39015016445929_0	-0.0124283411681	1956	Chase, Ilka	random	The island players.
uc1.32106002091640_1	-0.333516553432	1953	Bradbury, Ray	sf_loc	The golden apples of the sun. | $c: Drawings by Joe Mugnaini.
uc1.b3295175_0	0.199503628262	1951	Singh, Huthi	random	Maura / | $c: Huthi Singh ; with an introduction by E. M. Forster.
mdp.49015001218248_0	-0.21311692435	1959	Wyndham, John	sf_oclc	The chrysalids
uc1.b3347098_2	-0.255594196979	1954	Shafer, Robert Jones	sf_oclc	The conquered place.
mdp.39015005749158_1	-0.166963060113	1959	Norton, Andre	sf_oclc	Galactic derelict, | $c: by Andre Norton.
uc1.$b87301_0	-0.172905948853	1935	Derleth, August William	random	Place of hawks / | $c: August W. Derleth ; illustrated with wood-engravings by George Barford.
uc1.$b312714_0	0.292073854444	1947	Tyre, Nedra	random	Red wine first.
mdp.39015009199327_1	-0.128201831047	1949	Stewart, George R	sf_oclc|sf_loc	Earth abides
uc1.$b312780_0	0.0447405859162	1935	Wentworth, Patricia	random	Blindfold / | $c: by Patricia Wentworth.
uc1.$b87098_0	-0.416685177551	1952	Charques, Dorothy	random	Men like shadows.
uc1.$b604952_1	-0.0511546805663	1938	Lewis, C. S. (Clive Staples)	sf_oclc|fantasy_oclc	Out of the silent planet.
uc1.$b87098_1	-1.57686971735	1952	Charques, Dorothy	random	Men like shadows.
pst.000029583676_1	-0.869653174301	1931	Burroughs, Edgar Rice	sf_oclc	The land of hidden men.
uc1.$b312023_1	0.254131126314	1952	Romains, Jules	sf_oclc	Tussles with time. | $c: Translated by Gerard Hopkins.
mdp.39015064833190_0	0.0554967959384	1945	MacLennan, Hugh	random	Two solitudes, | $c: by Hugh MacLennan.
mdp.39015014136587_1	0.0456069537204	1956	Pohl, Frederik	sf_oclc	Undersea fleet
uc1.$b102763_1	0.0298162211773	1950	Gragg, Frances	random	Golden Valley : | a novel of California / | $c: by Frances Gragg and George Palmer Putnam.
mdp.39015030718657_2	0.271655964436	1955	Sturgeon, Theodore	sf_loc|fantasy_loc	A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin.
mdp.39015066677249_1	-0.00441616167867	1957	Montherlant, Henry de	random	Desert love.
uc1.$b660183_0	-0.0851009445574	1939	Brophy, John	random	Gentleman of Stratford; | a novel | $c: by John Brophy.
mdp.39015002189283_1	0.0239283233457	1955	Golding, William	sf_oclc	Lord of the flies, | a novel.
mdp.39076005189357_1	0.0239198228496	1949	Boucher, Anthony	sf_loc	A treasury of great science fiction; | $c: edited by Anthony Boucher [pseud.
mdp.39015016444526	0.164417523813	1951	Farrell, James T. (James Thomas)	random	This man and this woman.
uc1.$b101689_0	0.141855719568	1953	Edwards, Charlotte	random	The right place for love / | $c: by Charlotte Edwards.
mdp.39015066650402_2	-0.16498570201	1930	Gorky, Maksim	random	Bystander,
mdp.39015008161781	-0.625686182544	1958	Anderson, Poul	sf_oclc	War of the wing-men.
mdp.39015057167572_0	-0.035491162364	1932	Aldington, Richard	random	Soft answers, | $c: by Richard Aldington.
uc1.b3435625_1	-0.0244263917265	1935	O'Neill, Joseph	sf_oclc	Land under England, | $c: by Joseph O'Neill ... with a foreword by A. E.
inu.30000061597831_0	-0.014689150788	1959	Bradbury, Ray	sf_loc	Twice twenty-two
wu.89075109389	0.0736723036929	1930	Dekobra, Maurice	random	Venus on wheels, | $c: by Maurice Dekobra.
uc1.$b112707_0	0.055900497755	1944	Landis, Carole	random	Four Jills in a jeep, | $c: by Carole Landis, illustrated by Lily Cushing.
uc1.b4562654_1	0.144063901019	1946	Healy, Raymond J	sf_loc	Adventures in time and space, | an anthology of modern science-fiction stories, | $c: edited by Raymond J. Healy and J. Francis McComas.
uc1.$b400794_2	0.0689780398038	1954	Slonim, Marc	random	Modern Italian short stories.
uc1.$b105438_0	-0.140281203261	1939	Sherriff, R. C. (Robert Cedric)	sf_oclc	The Hopkins manuscript, | $c: by R. C. Sherriff.
mdp.39015018624778_1	-0.00328284204589	1953	Clarke, Arthur C. (Arthur Charles)	sf_oclc	Expedition to Earth : | eleven science-fiction stories
mdp.49015001037275_1	0.0691065204574	1952	Asimov, Isaac	sf_loc	Foundation and empire
uc1.$b101738_1	-0.116669744297	1957	Mantley, John	sf_oclc	The 27th day.
uc1.$b604952_0	0.0381325420224	1938	Lewis, C. S. (Clive Staples)	sf_oclc|fantasy_oclc	Out of the silent planet.
uc1.$b112707_1	-0.0112019821762	1944	Landis, Carole	random	Four Jills in a jeep, | $c: by Carole Landis, illustrated by Lily Cushing.
uc1.$b103926_1	0.0136184400197	1956	Huntington, Gladys Parish	random	Madame Solario; | [a novel]
mdp.39015014136587_0	-0.0211202445823	1956	Pohl, Frederik	sf_oclc	Undersea fleet
pst.000031216067_0	0.292824646034	1958	Farmer, Philip Jos̩	sf_loc	The classic Philip Jos̩ Farmer, 1952-1964
uc1.b4094480_0	0.469633545075	1957	Wyndham, John	sf_oclc	The Midwich cuckoos, | $c: by John Wyndham.
mdp.39015006398542_1	0.130558159012	1946	Donovan, Frank Pierce	random	Headlights and markers; | an anthology of railroad stories, | $c: edited by Frank P. Donovan, jr., and Robert Selph Henry. New York, Creative age press, inc. _1946_
mdp.49015001323824_3	0.0162225769412	1950	Asimov, Isaac	sf_loc	The complete stories of Asimov
pst.000027847633_1	-0.172989273927	1932	Huxley, Aldous	sf_oclc	Brave new world : | a novel by Aldous Huxley.
uc1.$b87301_1	0.0623732715573	1935	Derleth, August William	random	Place of hawks / | $c: August W. Derleth ; illustrated with wood-engravings by George Barford.
mdp.39015061465624_0	-0.0981992155182	1946	nan	sf_oclc|fantasy_loc	Famous fantastic mysteries : | 30 great tales of fantasy and horror from the classic pulp magazines Famous fantastic mysteries & Fantastic novels
mdp.39015016454616_2	-0.00130796265478	1959	Bonner, Paul	random	The art of Llewellyn Jones.
mdp.39015014165461_1	0.20680051638	1948	nan	sf_loc	A treasury of science fiction
mdp.39015002288721_0	0.0579617963468	1951	Asimov, Isaac	sf_oclc	The stars, like dust.
mdp.39015008871231_2	-0.0537394017412	1936	Halldór Laxness	random	Salka Valka : | a novel of Iceland / | $f: translated by F.H. Lyon.
uc1.$b87329_0	-0.151684628997	1947	Franklin, Miles	random	All that swagger, | $c: by Miles Franklin.
uc1.b4089000_0	0.0755371262941	1938	Sinclair, Upton	random	Little steel | $c: [by] Upton Sinclair.
uc1.32106002091640_0	0.162455994633	1953	Bradbury, Ray	sf_loc	The golden apples of the sun. | $c: Drawings by Joe Mugnaini.
uc1.$b56307_0	-0.247817079018	1935	Austin, F. Britten (Frederick Britten)	random	The road to glory; | a biographical novel of Napoleon, | $c:  by F. Britten Austin.
mdp.39015002756883_1	0.264092292688	1953	Saroyan, William	random	The laughing matter : | a novel / | $c: by William Saroyan.
mdp.39015065331327_1	-0.358387476849	1954	Zakrutkin, Vitaliĭ	random	Floating stanitsa. | $c: [Translated from the Russian by Bernard Isaacs]
mdp.39015016454616_1	-0.0429306499687	1959	Bonner, Paul	random	The art of Llewellyn Jones.
mdp.39015006398542_0	0.151869203174	1946	Donovan, Frank Pierce	random	Headlights and markers; | an anthology of railroad stories, | $c: edited by Frank P. Donovan, jr., and Robert Selph Henry. New York, Creative age press, inc. _1946_
osu.32435064823644_1	-0.0769545587819	1953	Gotshall, Jack	random	Pappy and the promised land / | $c: by Jack Gotshall.
mdp.39015038917210	0.67011019131	1952	Slobodkin, Louis	sf_loc	The space ship under the apple tree
pst.000063368413_0	-0.482321557253	1953	Pettit, Paul	random	The Spaniard.
uc1.b3132896_0	-0.0642607231642	1942	Speare, Morris Edmund	random	World's great short stories; | masterpieces of American, English and continental literature, | $c: edited, with an introduction, by M.E. Speare ...
uc1.$b312780_1	0.238326174383	1935	Wentworth, Patricia	random	Blindfold / | $c: by Patricia Wentworth.
mdp.39015030931284_1	0.0533496034013	1949	Derleth, August William	fantasy_oclc|sf_loc	The other side of the moon. | [Stories]
pst.000029279036_3	-0.104053956076	1941	nan	random	Three famous murder novels : | complete and unabridged / | $c: Selected, and with an introd. by Bennett A. Cerf.
osu.32435000716878_2	0.399574203848	1940	Hichens, Robert (Robert Smythe)	random	That which is hidden, | a novel.
mdp.39015001153728_0	0.157483652986	1942	Faulkner, William	random	Go down, Moses, | and other stories, | $c: by William Faulkner.
mdp.39015030699121_0	0.0625187466497	1950	Rich, Louise Dickinson	random	My neck of the woods.
uc1.32106015120998_2	0.107534556952	1956	Sturgeon, Theodore	sf_loc	The complete stories of Theodore Sturgeon
uc1.$b299909_1	0.375161435354	1945	Cunningham, Albert Benjamin	random	Death visits the apple hole.
uc1.b3401126	-0.0607277684288	1934	Bell, Eric Temple	sf_oclc	Before the dawn | $c: by Eric Temple Bell (John Taine, pseud.)
mdp.39015016454616_0	0.0160085808059	1959	Bonner, Paul	random	The art of Llewellyn Jones.
mdp.39015030718657_1	0.240296544751	1955	Sturgeon, Theodore	sf_loc|fantasy_loc	A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin.
uc1.$b236260_1	0.0492717115678	1933	Galsworthy, John	random	Over the river, | $c: by John Galsworthy.
mdp.39015001153728_1	0.462960475863	1942	Faulkner, William	random	Go down, Moses, | and other stories, | $c: by William Faulkner.
mdp.39015019402885_1	-0.52193181882	1934	Mitchell, James Leslie	sf_oclc	Gay hunter
uc1.$b87002_1	-0.238899478742	1943	Buck, Pearl S. (Pearl Sydenstricker)	random	The promise, | $c: by Pearl S. Buck.
uc1.$b105503_0	-1.10244564861	1959	Slaughter, Frank G. (Frank Gill)	random	The thorn of Arimathea.
mdp.39015030945789_1	-0.474105099504	1957	Anderson, Poul	sf_loc	Earthman's burden
pst.000058048559_1	-0.121449710072	1949	Heinlein, Robert A. (Robert Anson)	sf_oclc	The day after tomorrow
osu.32435064818578_1	0.119690634876	1946	Dern, Peggy	random	Heart's home / | $c: by Peggy Dern.
mdp.39015029191478_2	-0.0426087292197	1957	Silverberg, Robert	sf_loc	The collected stories of Robert Silverberg.
mdp.49015001037275_0	0.147169134059	1952	Asimov, Isaac	sf_loc	Foundation and empire
uc1.b4382620_1	0.471246082745	1945	Hecht, Ben	random	The collected stories of Ben Hecht, | $c: prefaced by Some introductory thoughts by the author
uc1.32106015120998_0	0.0358860178481	1956	Sturgeon, Theodore	sf_loc	The complete stories of Theodore Sturgeon
uc1.$b795583_0	-0.111341342854	1944	Roberts, Cecil	random	So immortal a flower / | $c: Cecil Roberts.
pst.000032467581_1	0.141249423745	1941	White, Patrick	random	The living and the dead / | $c: Patrick White.
uc1.b3595548	0.00029083918027	1950	Moravia, Alberto	random	Disobedience, | $c: [by Alberto Moravia [pseud.] Translated by Angus Davidson.
osu.32435000716878_1	0.0409592329234	1940	Hichens, Robert (Robert Smythe)	random	That which is hidden, | a novel.
uc1.$b114431_0	-0.138027114883	1953	Scoggin, Margaret Clara	random	Battle stations; | true stories of men in war.
uc1.$b85988_0	-0.453394851507	1944	Best, Herbert	random	Young'un / | $c: by Herbert Best.
uc1.b4562654_0	0.113431767756	1946	Healy, Raymond J	sf_loc	Adventures in time and space, | an anthology of modern science-fiction stories, | $c: edited by Raymond J. Healy and J. Francis McComas.
pst.000000187442	-0.284144810328	1953	Clarke, Arthur C. (Arthur Charles)	sf_loc	Against the fall of night.
mdp.39015008871231_0	0.189245218639	1936	Halldór Laxness	random	Salka Valka : | a novel of Iceland / | $f: translated by F.H. Lyon.
osu.32435053307864_0	0.105721996142	1953	Campbell, John W., (John Wood), Jr	sf_oclc	The black star passes
uc1.$b348189_3	-0.0148962415311	1946	Conklin, Groff	sf_loc	The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr.
pst.000029279036_0	0.0701770641504	1941	nan	random	Three famous murder novels : | complete and unabridged / | $c: Selected, and with an introd. by Bennett A. Cerf.
uc1.$b799823_1	0.955818403001	1946	Hough, Donald	sf_loc	The camelephamoose | $c: [by] Donald Hough.
pst.000032564310_0	-0.0112991413694	1954	Clarke, Arthur C. (Arthur Charles)	sf_oclc	Prelude to space
mdp.39015064833190_2	0.125507135059	1945	MacLennan, Hugh	random	Two solitudes, | $c: by Hugh MacLennan.
uc1.b3545502_1	0.391484188356	1954	Merril, Judith	sf_loc|fantasy_loc	Beyond the barriers of space and time.
pst.000031216067_1	0.257972695579	1958	Farmer, Philip Jos̩	sf_loc	The classic Philip Jos̩ Farmer, 1952-1964
uc1.b3541070_0	-0.0590282758159	1946	Conklin, Groff	sf_loc	The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr.
uc1.$b242926_1	0.121658212233	1952	Hanley, James	random	The closed harbor.
mdp.39015008828157_1	-0.242460900957	1950	Vance, Jack	sf_oclc|fantasy_oclc	The dying earth
uc1.$b100790_0	-0.0244814209572	1954	Harwood, Alice	random	The strangeling, | a Victorian novel.
uc1.$b119732_0	-0.752525413819	1933	Collier, John	sf_oclc	Full circle, | a tale. | $c: by John Collier.
uc1.$b85988_1	-0.30554194063	1944	Best, Herbert	random	Young'un / | $c: by Herbert Best.
mdp.39015069174269_0	0.322064066414	1949	Sturgeon, Theodore	sf_loc	The complete stories of Theodore Sturgeon
uc1.b4382620_2	-0.194945557303	1945	Hecht, Ben	random	The collected stories of Ben Hecht, | $c: prefaced by Some introductory thoughts by the author
uc1.$b244812_2	-0.104228204179	1951	Shohet, Jacqueline	random	Jacob's ladder.
uc1.$b119860_0	-0.297583555998	1951	Bradbury, Ray	sf_oclc	The illustrated man.
uc1.b3116725	-0.366118848427	1930	Williamson, Henry	random	The patriot's progress, | being the vicissitudes of Pte. John Bullock | $c: related by Henry Williamson and drawn by William Kermode.
uc1.b3295175_1	0.437017273328	1951	Singh, Huthi	random	Maura / | $c: Huthi Singh ; with an introduction by E. M. Forster.
uc1.$b87329_2	-0.0894949492731	1947	Franklin, Miles	random	All that swagger, | $c: by Miles Franklin.
uc1.b3541070_2	-0.0984565066148	1946	Conklin, Groff	sf_loc	The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr.
mdp.39015005093474_1	0.180576437414	1957	Powell, Anthony	random	At Lady Molly's.
uc1.$b601378_1	0.369657348471	1947	Haines, William Wister	sf_oclc	Command decision, | $c: by William Wister Haines ...
mdp.39015003472407_1	-0.00784016367239	1956	Auchincloss, Louis	random	The great world and Timothy Colt.
uc1.$b312400	-0.228953664869	1930	Ritchie, Alice	random	Occupied territory | $c: [by] Alice Ritchie.
uc1.b4382620_0	0.469491317956	1945	Hecht, Ben	random	The collected stories of Ben Hecht, | $c: prefaced by Some introductory thoughts by the author
mdp.39015011249755_1	0.010613285616	1938	Asimov, Isaac	sf_loc	Before the Golden Age; | a science fiction anthology of the 1930s.
uc1.$b245068_0	0.140938451223	1955	Van Druten, John	random	The vicarious years / | $c: by John Van Druten.
uc1.$b244727_1	0.0513148557579	1946	Lofts, Norah	random	To see a fine lady / | $c: Norah Lofts.
uc1.$b322746_0	-0.429067435301	1952	Baker, George Edward	random	Son of Hylas.
mdp.39015056246211_1	0.376796161201	1958	Bester, Alfred	sf_loc	Starburst
uc1.b4083252	-0.156052603409	1937	Wells, H. G. (Herbert George)	sf_oclc	The Camford visitation, | $c: by H. G. Wells.
pst.000001681314_1	-0.816095509293	1950	Sutcliff, Rosemary	random	The Chronicles of Robin Hood / | $c: Illustrated by C. Walter Hodges.
uc1.$b312714_1	0.0649371091457	1947	Tyre, Nedra	random	Red wine first.
uc1.$b299909_0	-0.156217131337	1945	Cunningham, Albert Benjamin	random	Death visits the apple hole.
mdp.39015062064459_1	-0.0045909711696	1959	Hoyle, Fred, Sir	sf_oclc	Ossian's ride.
uc1.32106015121020_1	0.127631249756	1952	Sturgeon, Theodore	sf_loc	The complete stories of Theodore Sturgeon
uc1.b4097965_1	0.344761723481	1953	Bowen, Robert O	random	Bamboo.
umn.319510021050813	-0.077401034902	1956	Kawabata, Yasunari	random	Snow country, and Thousand cranes : | the Nobel Prize edition of two novels / | $c: Translated from the Japanese by Edward G. Seidensticker.
uc1.32106014315219_1	-0.893781419284	1931	Charteris, Leslie	random	The last hero.
mdp.39015029191478_1	0.0854372594242	1957	Silverberg, Robert	sf_loc	The collected stories of Robert Silverberg.
mdp.39015029191478_0	-0.0891217269684	1957	Silverberg, Robert	sf_loc	The collected stories of Robert Silverberg.
mdp.39015008871231_1	0.0523302417517	1936	Halldór Laxness	random	Salka Valka : | a novel of Iceland / | $f: translated by F.H. Lyon.
mdp.39015001407249_0	0.398927832845	1936	��apek, Karel	sf_oclc	War with the newts. | $c: Translated by M. & R. Weatherall. With an introd. by Lewis Gannett.
mdp.39015016424205_0	-0.0633074261356	1957	Mankowitz, Wolf	random	The Mendelman fire.
mdp.39015030704863_1	-0.0320944397948	1944	Mann, Leonard	random	Flesh in armour; | a novel, | $c: by Leonard Mann.
mdp.39015011249755_3	0.425582305349	1938	Asimov, Isaac	sf_loc	Before the Golden Age; | a science fiction anthology of the 1930s.
mdp.49015001323824_0	0.0493138437899	1950	Asimov, Isaac	sf_loc	The complete stories of Asimov
uc1.$b73564_0	0.05214317762	1940	Hoellering, Franz	random	The defenders / | $c: by Franz Hoellering ; translated from the German by Ludwig Lewisohn.
uc1.32106015121020_2	0.163723910756	1952	Sturgeon, Theodore	sf_loc	The complete stories of Theodore Sturgeon
mdp.39015004760586_0	-0.170611815127	1945	Wollheim, Donald A	sf_loc	The portable novels of science,
uc1.b4094525_0	-0.0837690570987	1950	Heinlein, Robert A. (Robert Anson)	sf_loc	The man who sold the moon ; | Harriman and the escape from Earth to the Moon!
mdp.39015062064459_0	-0.0302363670773	1959	Hoyle, Fred, Sir	sf_oclc	Ossian's ride.
uc1.$b114431_1	-0.735055562375	1953	Scoggin, Margaret Clara	random	Battle stations; | true stories of men in war.
pst.000024653916_0	-0.447338833406	1952	Heinlein, Robert A. (Robert Anson)	sf_loc	The rolling stones
