"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"inu.32000005498060",9399206,2964947,"PZ4.S7575No3PS3569.P55","taggedsf","Spinrad, Norman.",,"London|Millington|1976.",1976,,"enk",,"Science fiction, American","Fiction","No direction home : | an anthology of science fiction stories"
"mdp.39015033871727",251576,3750452,,"fuzzymatch","Anderson, Poul,","1926-2001.","London|Dobson|1976.",1976,,"enk",,,"Fiction","We claim these stars"
"pst.000031216166",9819355,3961315,,"taggedsf","Blish, James.",,"New York|Dutton|c1976.",1976,,"xxu",,"Science fiction, American","NotFiction","The Star trek reader"
"uc1.b4432430",9517071,2331470,,"taggedsf","Biggle, Lloyd,","1923-2002","Garden City, N.Y.|Doubleday|1976.",1976,,"nyu",,"Science fiction, American","Fiction","A galaxy of strangers"
"mdp.39015081738992",6835962,2384013,"PS3553.O86P55 1976","taggedsf","Cover, Arthur Byron.",,"New York|Warner Books|c1976.",1976,,"nyu",,"Fiction|Monsters|Science fiction, American|Anthropomorphism","Short stories","The platypus of doom and other nihilists"
"uc1.32106007171835",683931,1975222,,"fuzzymatch","Herbert, Frank.",,"New York|Berkley Pub. Corp. : distributed by Putnam|c1976.",1976,,"nyu",,"Dune (Imaginary place)|Fiction","Fiction","Children of Dune"
"uc1.32106002177548",7114543,2119619,,"taggedsf","Laumer, Keith,","1925-1993","New York|Berkley Pub. Corp.; distributed by Putnam|c1976.",1976,,"   ",,"Science fiction, American","NotFiction","Bolo: | the annals of the Dinochrome Brigade."
"pst.000013229702",12276386,2622986,,"oclcid","Van Vogt, A. E. (Alfred Elton),","1912-2000","New York, N.Y.|Zebra Books|1976.",1976,,"xx ",,,"NotFiction","The gryb"
"mdp.39015003449090",132444,3737924,,"taggedsf|fuzzymatch","Bradbury, Ray,","1920-2012.","London|Hart-Davis, MacGibbon|1976.",1976,,"enk",,,"Fiction","Long after midnight"
"mdp.39015031213518",249642,2976702,,"fuzzymatch","Brunner, John,","1934-1995.","New York, NY|DAW Books|c1976.",1976,,"nyu",,,"UnknownGenre","Interstellar empire."
"mdp.39015002662453",45169,1529187,"PZ4.W678WhPS3573.I434","taggedsf|fuzzymatch","Wilhelm, Kate.",,"New York|Harper & Row|c1976.",1976,,"nyu",,,"Fiction","Where late the sweet birds sang"
"mdp.39015046878727",3992616,2188915,"PZ4.B98674PatPS3552.U827","fuzzymatch","Butler, Octavia E.",,"Garden City, N.Y.|Doubleday|c1976.",1976,,"nyu",,,"Fiction|Science fiction","Patternmaster"
"uc1.32106002161534",7113520,2119356,,"taggedsf","Bester, Alfred.",,"New York|Berkley Pub. Corp. : distributed by Putnam|c1976.",1976,,"nyu",,"Science fiction, American","Fiction","The light fantastic"
"mdp.39015003449231",729065,2894297,,"taggedsf","Bradbury, Ray,","1920-2012.","St. Albans, Herts.|Panther|1976.",1976,,"enk",,"Science fiction, American","Fiction","The small assassin."
"uc1.32106002161542",7115155,3345559,,"taggedsf","Bester, Alfred.",,"New York|Berkley Pub. Corp. : distributed by Putnam|c1976.",1976,,"nyu",,"Science fiction, American","Fiction","Star light, star bright"
"mdp.39015010342635",44223,1676349,"PZ3.C551205ImPR6005.L36","fuzzymatch","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Harcourt Brace Jovanovich|c1976.",1976,,"nyu",,,"Fiction","Imperial Earth"
"mdp.49015000982067",4480914,2212805,"PZ3.H6685Ho10PR6015.O253","fuzzymatch","Hodgson, William Hope,","1877-1918.","Westport, Conn.|Hyperion Press|1976, c1908.",1976,,"ctu",,,"Fiction","The house on the borderland ..."
"inu.30000114157351",10557167,2150753,"PZ3.W9768Mu8PS3545.Y46","oclcid","Wylie, Philip,","1902-1971.","Westport, Conn.|Hyperion Press|1976, c1931.",1976,,"ctu",,,"Fiction","The murderer invisible"
"uc1.32106008842756",6833148,2084794,,"taggedsf","Delany, Samuel R.",,"New York|Bantam Books|1976.",1976,,"nyu",,"Science fiction","Fiction","Triton"
"mdp.39015029404871",211251,2836709,"PR1309.S3B4","taggedsf",,,"London|F. Muller|1976.",1976,,"enk",,"Science fiction, English","Fiction","Beyond the gaslight : | science in popular fiction 1895-1905"
"mdp.39015030947959",123660,2377137,,"oclcid","Bergamini, David,","1928-","New York|Popular Library|1976.",1976,,"nyu",,,"Fiction","Venus development"
"mdp.49015001109926",4493818,2202553,"PZ4.B3545HoPR6052.A845","fuzzymatch","Bax, Martin.",,"New York|New Directions|c1976.",1976,,"nyu",,,"Fiction|Bibliographies","The hospital ship"
"mdp.39015058799985",3903258,3837858,,"taggedsf","Vance, Jack,","1916-","New York|Berkley Pub. Corp.|Distributed by Putnam|c1976.",1976,,"nyu",,"Science fiction, American","Novel","Maske : | Thaery"
"pst.000006568436",7039897,4275311,,"taggedsf",,,"New York|Berkley|1978, c1976.",1976,,"xx ",,"Science fiction, American","NotFiction","Space odysseys : | a new look at yesterday's futures"
"mdp.39015005924017",750423,3367905,,"fuzzymatch","Piercy, Marge.",,"New York|Fawcett Crest|c1976.",1976,,"nyu",,,"Fiction|Bibliographies","Woman on the edge of time"
"mdp.39015003665547",712232,2116881,,"fuzzymatch","Haldeman, Joe W.",,"New York|Ballantine Books|1976.",1976,,"nyu",,,"Fiction","The forever war"
"mdp.39015013259455",743917,3844582,"PZ4.S573Be 1978PS3569.I472;","taggedsf","Silverberg, Robert.",,"Boston|Gregg Press|c1976, 1978 printing.",1976,,"mau","v.1","Science fiction, American","Fiction","The best of Robert Silverberg"
"uc1.b4355109",9508262,59187609,,"fuzzymatch","McIntyre, Vonda N.",,"London|Gollancz|1976.",1976,,"   ",,"Fiction in English","NotFiction","The exile waiting."
"mdp.39015008313002",202560,2872098,,"fuzzymatch","Frank, Pat,","1907-1964.","Toronto|New York|Bantam Books|1976, c1959.",1976,,"onc",,,"Fiction","Alas, Babylon"
"uc1.32106006577115",7117667,1818356,,"taggedsf",,,"New York|Random House|c1976.",1976,,"nyu",,"Science fiction, American","Fiction","Future power : | a science fiction anthology"
"uc1.b4354459",9508088,2332307,,"taggedsf",,,"Nashville|T. Nelson|c1976.",1976,,"tnu",,"Science fiction, American","Fiction","Planets of wonder : | a treasury of space opera"
"mdp.39015058082556",3887180,5425271,,"taggedsf",,,"New York|Daw Books|1977, c1976.",1976,,"nyu",,"Science fiction, European|Translations into English|Translations from foreign languages|Science fiction, English|Science fiction","Short stories","The Best from the rest of the world : | European science fiction"
"uc1.32106017245181",7133235,2549461,,"taggedsf","Campbell, John Wood,","1910-1971","Westport, Conn.|Hyperion Press|1976, c1948",1976,,"ctu",,"Science fiction, American","Fiction","Who goes there? : | Seven tales of science-fiction"
"mdp.39015001450843",730677,2542274,"PZ1.M818PS648.S3","taggedsf","Sargent, Pamela.",,"New York|Vintage Books|1976.",1976,,"nyu",,"Science fiction, American|Fiction|Women authors|Women","Fiction|Bibliographies","More women of wonder : | science fiction novelettes by women about women"
"mdp.39076001176655",9921616,7969251,,"fuzzymatch","L'Engle, Madeleine.",,"New York|Dell|1976, c1973.",1976,,"nyu",,"Juvenile fiction|Fantasy","NotFiction","A wind in the door"
"mdp.39015004273622",702855,2005896,"PZ4.W632OnPS3573.I2","oclcid","Wibberley, Leonard,","1915-1983.","New York|Morrow|1976.",1976,,"nyu",,,"Fiction","One in four"
"mdp.39015007043337",253750,3074622,,"fuzzymatch","Dick, Philip K.",,"St. Albans, Herts|Panther|1976, c1974.",1976,,"enk",,,"Fiction","Flow my tears, the policeman said"
"mdp.39015040123906",710105,2202354,"PZ3.A8316BiPS3551.S5","taggedsf","Asimov, Isaac,","1920-1992.","Garden City, N.Y.|Doubleday|1976.",1976,,"nyu",,"Science fiction, American","Fiction","The bicentennial man and other stories"
"mdp.39015013527448",721943,2137145,"PZ4.D547So7PS3554.I3","fuzzymatch","Dick, Philip K.",,"Boston|Gregg Press|1976, c1955.",1976,,"mau",,,"Fiction","Solar lottery"
"mdp.39015040110978",726557,2874767,"PZ4.B79968He3PS3552.R228","fuzzymatch","Bradley, Marion Zimmer.",,"Boston|Gregg Press|1977, c1975.",1977,,"mau",,,"Fiction|Bibliographies","The heritage of Hastur"
"mdp.39015005062339",685834,3649365,"PZ4.A363LasPR6051.L3;","taggedsf","Aldiss, Brian Wilson,","1925-","London|Cape|1977.",1977,,"enk",,"Science fiction, English","Fiction","Last orders, and other stories"
"mdp.39015056812368",3849966,3046705,,"taggedsf",,,"Nashville, Tenn.|Thomas Nelson|c1977.",1977,,"tnu",,"Sports stories|Science fiction, American","Fiction","The infinite arena : | seven science fiction stories about sports"
"uc1.b3865802",726095,2874502,"PZ4.A363Gal7PR6051.L3","fuzzymatch","Aldiss, Brian Wilson,","1925-","Boston|Gregg Press|1977, c1960.",1977,,"mau",,,"Fiction","Galaxies like grains of sand"
"mdp.39015035341463",204683,2910978,"PZ4.F234Dar3PS3556.A72","fuzzymatch","Farmer, Philip José.",,"New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.",1977,,"nyu",,,"Fiction","The dark design"
"mdp.39015056818050",3852053,3243251,"PZ3.H18287Be 1977bPS3515.A42516","taggedsf","Hamilton, Edmond,","1904-1977.","Garden City, N.Y.|Nelson Doubleday|c1977.",1977,,"nyu",,"Science fiction, American","Fiction","The best of Edmond Hamilton"
"mdp.39015034647167",216632,4215634,,"fuzzymatch","Zelazny, Roger.",,"London|Allen|1977.",1977,,"enk",,,"Fiction","Doorways in the sand"
"mdp.39015014829421",171867,2741607,"PZ1.N4445PS648.S3","taggedsf",,,"New York|Macmillan|c1977.",1977,,"nyu",,"Science fiction, American","Fiction","New voices in science fiction : | stories by Campbell Award nominees"
"mdp.39015005179976",293110,3157155,"PZ4.D615EarPS3554.I8","taggedsf","Disch, Thomas M.",,"Boston|Gregg Press|1977.",1977,,"|||",,"Science fiction, American","Fiction","The early science fiction stories of Thomas M. Disch"
"mdp.39015010368176",736767,2632698,,"taggedsf","Lem, Stanisław.",,"New York|Seabury Press|1977.",1977,,"nyu",,"Translations into English|Science fiction, Polish","Fiction","Mortal engines"
"uc1.32106002166947",7114807,2423466,,"oclcid","DeMarinis, Rick,","1934-","New York|Dutton|c1977.",1977,,"nyu",,,"Fiction","Scimitar : | a novel"
"mdp.39015008288758",781918,6826802,,"fuzzymatch","Herbert, Frank.",,"New York [N.Y.|Ballantine Books|c1977.",1977,,"nyu",,,"Fiction","The heaven makers"
"uc1.32106002090691",7113862,2644998,,"taggedsf","Bloch, Robert,","1917-1994","Garden City, N.Y.|Doubleday|1977.",1977,,"nyu",,"Science fiction, American","Fiction","Cold chills"
"mdp.39015047597136",1911269,3002135,,"fuzzymatch","Russ, Joanna,","1937-2011.","Boston|Gregg Press|1977, c1975.",1977,,"mau",,,"UnknownGenre","The female man"
"mdp.39015002691262",726066,2874479,"PZ4.B79968Sw 1977PS3552.R228","fuzzymatch","Bradley, Marion Zimmer.",,"Boston|Gregg Press|1977, c1962.",1977,,"mau",,,"Fiction|Bibliographies","The sword of Aldones"
"mdp.39015008806088",216584,4212280,,"fuzzymatch","Silverberg, Robert.",,"London|Gollancz|1977.",1977,,"enk",,,"Fiction","Across a billion years."
"mdp.39015033284335",602113,16296176,,"oclcid","Farmer, Philip José.",,"London|Quartet Books|1977, c1965.",1977,,"enk",,,"Fiction","Dare"
"mdp.39015009198949",42559,3089083,"PZ3.S5553Sh9PR6037.H524;","fuzzymatch","Shiel, M. P. (Matthew Phipps),","1865-1947.","New York|Garland Pub.|1977.",1977,,"nyu",,,"Fiction","Shapes in the fire"
"uc1.32106007992263",7114154,2837037,,"fuzzymatch","Herbert, Frank.",,"New York|Putnam|c1977.",1977,,"nyu",,,"Fiction","The Dosadi experiment"
"mdp.39015010862855",330153,11982659,,"fuzzymatch","Moorcock, Michael,","1939-","London|Granada Publishing|1977, c1976.",1977,,"enk",,,"Fiction","The end of all songs"
"mdp.39015008821244",120523,2837211,"PZ4.D6768LoPS3554.O469","fuzzymatch","Donaldson, Stephen R.",,"New York|Ballantine Books|1977.",1977,,"nyu",,,"Fiction","Lord Foul's bane"
"mdp.39015008587365",743725,2873790,"PZ4.S7575Ir3PS3569.P55;","fuzzymatch","Spinrad, Norman.",,"Boston|Gregg Press|1977, c1972.",1977,,"mau",,,"Fiction","The iron dream"
"mdp.39015030931433",93407,3669192,"PZ1.E56PR1309.S3","taggedsf",,,"London|Allen|1977.",1977,,"enk",,"Fantasy fiction, English|Science fiction, English","Fiction","England invaded : | a collection of fantasy fiction"
"mdp.49015000686452",4450945,2874098,"PZ4.G692Af 1977PS3557.O85","fuzzymatch","Goulart, Ron,","1933-","Boston|Gregg Press|1977, c1970.",1977,,"mau",,,"Fiction|Bibliographies","After things fell apart"
"pst.000010058275",9809546,2978631,"PZ3.D3555Tr 1977PS3507.E2344","fuzzymatch","De Camp, L. Sprague (Lyon Sprague),","1907-2000","Philadelphia|Owlswick Press|1977.",1977,,"xxu",,,"NotFiction","The Tritonian ring"
"mdp.39015030745015",165696,4134294,"PZ4.F234Had 1977PS3556.A72","fuzzymatch","Farmer, Philip José.",,"London|Magnum Books|1977.",1977,,"enk",,,"Fiction","Hadon of ancient Opar"
"pst.000012442454",12276330,3452315,,"fuzzymatch","Nolan, William F.,","1928-","New York, N.Y.|Bantam Books|1977.",1977,,"xx ",,,"NotFiction","Logan's world"
"pst.000006620417",7040320,3416705,,"taggedsf",,,"Greenwich, Conn.|Fawcett Books|c1977.",1977,,"xx ",,"Science fiction, American|Science fiction, English","NotFiction","Neutron stars"
"uc1.b4951578",9502272,4967414,,"fuzzymatch","Sturgeon, Theodore",,"New York|Dell|1978,c1977",1977,,"nyu",,,"NotFiction","The dreaming jewels"
"mdp.39015015344909",726389,2874701,"PZ4.S573Tn 1977PS3569.I472","fuzzymatch","Silverberg, Robert.",,"Boston|Gregg Press|1977, c1967.",1977,,"mau",,,"Fiction|Bibliographies","To open the sky"
"mdp.39015016924485",254483,3098365,,"oclcid","Moorcock, Michael,","1939-","London|Allison & Busby|1977.",1977,,"enk",,,"Fiction","The condition of muzak : | a Jerry Cornelius novel"
"mdp.39015008471131",100169944,4926531,,"fuzzymatch","Strugat͡skiĭ, Arkadiĭ,","1925-1991.","London|Gollancz|1978, c1977.",1977,,"enk",,,"Fiction","Prisoners of power"
"pst.000023121539",7048362,316834411,"PS3551.N73M33x 1979b","taggedsf","Anthony, Piers.",,"Garden City, N.Y.|Nelson Doubleday|c1979, c1977.",1977,,"xxu",,"Science fiction","NotFiction","The magic of Xanth : | a spell for chameleon, the source of magic ; Castle Roogna"
"mdp.39015010379124",212449,2929265,"PZ4.C7375Sy3PR6053.O45","oclcid","Compton, D. G. (David Guy),","1930-","Boston|Gregg Press|1977, c1968.",1977,,"mau",,,"Fiction|Bibliographies","Synthajoy"
"mdp.39015019387243",294366,3190133,,"taggedsf",,,"London|New English Library|1977.",1977,,"enk",,"Science fiction, French|Translations into English","NotFiction","Travelling towards Epsilon : | an anthology of French science fiction"
"mdp.39015011511063",739976,2912373,,"taggedsf","Waldo, Edward Hamilton,","1918-","Boston|Gregg Press|1977, c1958.",1977,,"mau",,"Science fiction, American","Fiction","The cosmic rape and ""To marry Medusa"""
"uc1.32106002059704",7114173,2818588,,"taggedsf",,,"New York|Random House|c1977.",1977,,"nyu",,"Science fiction, English|Science fiction, American","Fiction","Galactic dreamers : | science fiction as visionary literature"
"pst.000066460190",12256313,233549187,"PS3515.E288R635 1977","taggedsf","Heinlein, Robert A. (Robert Anson),","1907-1988.","New York|Ballantine Books|1977.",1977,,"nyu",,"Spaceships|High school students|Young adult fiction|Science fiction|Nuclear physicists|Space vehicles|Fiction|Science fiction, American","NotFiction","Rocket ship galileo"
"mdp.39015008862560",560867,36062344,,"fuzzymatch","Van Vogt, A. E. (Alfred Elton),","1912-2000.","New York|Pocket Books|1977.",1977,,"nyu",,,"Fiction","The voyage of the Space Beagle"
"mdp.39015010749433",208881,4675234,,"fuzzymatch","Heinlein, Robert A. (Robert Anson),","1907-1988.","New York|Ballantine Books|1977, c1954.",1977,,"nyu",,,"UnknownGenre","The star beast."
"mdp.39015056817631",3851400,52574124,,"taggedsf","Biggle, Lloyd,","1923-2002.","Garden City, N.Y.|Doubleday|c1977.",1977,,"nyu",,"Fiction|Sign language|Science fiction, American|Deaf","Fiction","Silence is deadly"
"mdp.39015056825709",3852052,3068775,,"taggedsf","Jakes, John,","1932-","New York|DAW Books|1977.",1977,,"nyu",,"Science fiction, American","Fiction|Bibliographies","The best of John Jakes"
"pst.000021387050",12276336,2772565,,"fuzzymatch","Pournelle, Jerry,","1933-","New York|Pocket Books|1977.",1977,,"xx ",,,"NotFiction","The mercenary"
"mdp.39015069173774",5419526,4967459,,"taggedsf","Shaw, Bob.",,"New York|Dell|1979], c1977.",1977,,"nyu",,"Comic books, strips, etc|Fiction|Science fiction, English","Short stories","Cosmic kaleidoscope"
"mdp.39015014622016",643653,7583353,,"fuzzymatch","Moorcock, Michael,","1939-","St. Albans, Hertford|Mayflower Books|1977, c1968.",1977,,"enk",,,"Fiction","The sword of the dawn"
"mdp.39015008420773",732912,2894024,"PZ4.D338Fal6PR6054.E4","taggedsf","Delany, Samuel R.",,"Boston|Gregg Press|1977.",1977,,"mau",,"Science fiction, English","Fiction|Bibliographies","The fall of the towers"
"uc1.b4353975",9508007,2983885,,"taggedsf","Bulychev, K. (Kirill)",,"New York|Macmillan|c1977.",1977,,"nyu",,"(Kirill)|Translations into English|Fiction|Science fiction, Russian|Social life and customs|Bulychev, K","Fiction","Half a life, and other stories"
"uc1.32106002059688",7114198,2633051,,"taggedsf",,,"Nashville|T. Nelson|c1977.",1977,,"tnu",,"Science fiction, English|Science fiction, American","Fiction","Earth is the strangest planet : | ten stories of science fiction"
"mdp.39015008437959",165699,5091797,,"fuzzymatch","Donaldson, Stephen R.",,"New York|Ballantine|c1977.",1977,,"nyu",,,"Fiction","The power that preserves"
"mdp.39015010355868",175174,3957716,,"taggedsf",,,"Toronto|Methuen|1977.",1977,,"onc",,"Science fiction","NotFiction|Bibliographies","Futurescapes : | explorations in fact and science fiction"
"inu.39000002791635",7593852,3002831,"PZ1.C8687PS648.S3","taggedsf",,,"New York|New Viewpoints|1977.",1977,,"nyu",,"Criminal justice, Administration of|Science fiction, American|Science fiction, English|Fiction","Bibliographies|Fiction","Criminal justice through science fiction"
"pst.000000083423",7492019,3655881,,"fuzzymatch","Norton, Andre.",,"New York|Grosset & Dunlap|c1977].",1977,,"xx ",,,"NotFiction","Trey of swords"
"mdp.39015003862292",88656,3516948,"PZ3.N8187Sar 1978PS3527.O625","fuzzymatch","Norton, Andre.",,"Boston|Gregg Press|1978, c1955.",1978,,"mau",,,"Fiction|Bibliographies","Sargasso of space"
"mdp.39015005728657",87352,3480997,"PZ3.N8187Sf 1978PS3527.O625","fuzzymatch","Norton, Andre.",,"Boston|Gregg Press|1978, c1959.",1978,,"mau",,,"Fiction","Secret of the lost race"
"mdp.39015003491696",92156,3627711,"PZ4.A549Wp vol. 6PS3551.N378","taggedsf","Anderson, Poul,","1926-2001.","Boston|Gregg Press|1978, c1973.",1978,,"mau",,"Science fiction, American","Fiction","The Queen of Air and Darkness"
"mdp.39015030930278",720705,4006955,"PZ1.C5645PS648.S3;","taggedsf",,,"New York|Harper & Row|c1978.",1978,,"nyu",,"Science fiction, American","Fiction","Classic science fiction : | the first golden age"
"mdp.49015000987751",4481474,4000116,,"taggedsf",,,"New York|Berkley Pub. Corp.|1978.",1978,,"nyu",,"Congresses|Fredrica Bartz Modern Fiction Collection|Authorship|Science fiction, American|Science fiction, Australian|Science fiction","NotFiction","The Altered I"
"mdp.39015063158953",5145237,4241447,,"taggedsf",,,"West Warwick, R.I.|Necronomicon Press|c1978.",1978,,"riu",,"Horror tales, American|Fantasy fiction, American|Science fiction, American","Novel","The illustrated Challenge from beyond"
"mdp.39015016903075",131316,3706845,"PZ4.A363Sv 1978PR6051.L3","taggedsf","Aldiss, Brian W. (Brian Wilson),","1925-","Boston|Gregg Press|1978, c1964.",1978,,"mau",,"Science fiction, English","Fiction","Starswarm"
"pst.000030507784",9813943,4226471,,"fuzzymatch","Larson, Glen A.",,"New York|Berkley Publishing Corp.|c1978.",1978,,"xx ",,,"NotFiction","Battlestar Galactica"
"mdp.39015011802215",201283,4165800,"PZ4.D553HoPS3554.I328","fuzzymatch","Dickson, Gordon R.",,"New York|Sunridge Press|1978.",1978,,"nyu",,,"Fiction","Home from the shore"
"mdp.39015005791242",91536,3609135,"PZ4.A549Wp vol. 1PS3551.N378","taggedsf","Anderson, Poul,","1926-2001.","Boston|Gregg Press|1978.",1978,,"mau",,"Science fiction, American","Fiction|Bibliographies","The night face and other stories"
"mdp.39015061142611",4732474,13967028,"PS3507.E2344A6 1978a","taggedsf","De Camp, L. Sprague (Lyon Sprague),","1907-2000.","Garden City, N.Y.|Nelson Doubleday|c1978.",1978,,"nyu",,"Science fiction, American","Short stories","The best of L. Sprague de Camp"
"pst.000021387128",6833384,4743193,,"fuzzymatch","Dickson, Gordon R.",,"New York, N.Y.|Daw Books, Inc.|1978, c1970.",1978,,"xx ",,,"NotFiction","Hour of the Horde"
"mdp.39015052543298",3860014,5796036,,"taggedsf","Cowper, Richard,","1926-2002.","New York|Pocket Books|c1978.",1978,,"nyu",,"Science fiction, English","Fiction","The road to Corlay"
"pst.000014157073",7039974,3445075,"PZ1.S4134PS648.S3","taggedsf",,,"New York|Harper & Row|c1978.",1978,,"xxu",,"History and criticism|Science fiction|Science fiction, English|Science fiction, American","NotFiction|Bibliographies","Science fiction : | contemporary mythology : the SFWA-SFRA anthology"
"mdp.39015014113222",92379,3630519,"PZ1.U64PS648.S3","taggedsf",,,"Garden City, N.Y.|Doubleday|1978.",1978,,"nyu",,"Science fiction, American","NotFiction","Universe 8"
"uc1.32106014161738",7115288,3481230,,"fuzzymatch","Swigart, Rob.",,"Boston|Houghton Mifflin|1978.",1978,,"mau",,,"Fiction","A.K.A./a cosmic fable"
"uc1.b5015178",10655698,3608794,"PZ4.B3547He 1978PR9619.3.B36","taggedsf","Baxter, John,","1939-","New York|Simon and Schuster|c1978.",1978,,"nyu",,"Science fiction, Australian","Science fiction|Fiction","The Hermes fall"
"mdp.39015050156861",3507386,31357464,,"taggedsf","Strugat͡skiĭ, Arkadiĭ Natanovich.",,"Newton Abbot [England|Readers Union|1978.",1978,,"enk",,"Translations into English|Science fiction, Russian","Fiction","Roadside picnic"
"mdp.39015020724129",261088,9814606,,"fuzzymatch","McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,,"nyu",,,"NotFiction","Dragonquest"
"mdp.39015000221716",256472,4496475,"PZ4.R9548We 1978PS3568.U763","fuzzymatch","Russ, Joanna,","1937-2011.","Boston|Gregg Press|1978.",1978,,"mau",,,"Fiction|Bibliographies","We who are about to ..."
"mdp.39015013433738",92103,3627495,"PZ3.C592Mi 1978PS3505.L646","fuzzymatch","Clement, Hal,","1922-2003.","Boston|Gregg Press|1978, c1953.",1978,,"mau",,,"Fiction","Mission of gravity"
"uc1.b4386271",645483,4004522,,"fuzzymatch","Simak, Clifford D.,","1904-1988","New York|Ballantine Books|1978.",1978,,"nyu",,,"Fiction","The fellowship of the talisman"
"mdp.39015003972075",92122,3627593,"PZ4.A549Wp vol. 7PS3551.N378","taggedsf","Anderson, Poul,","1926-2001.","Boston|Gregg Press|1978.",1978,,"mau",,"Science fiction, American","Fiction","Two worlds"
"mdp.39015052394841",3516302,3844742,"PZ4.V299PePS3572.A724","taggedsf","Varley, John,","1947 August 9-","New York|Dial Press/J. Wade|c1978.",1978,,"nyu",,"Science fiction, American","Fiction","The Persistence of vision"
"pst.000007041129",7039838,317082990,,"taggedsf",,,"New York|Avon|c1978.",1978,,"xx ",,"Science fiction, English|Science fiction, American","NotFiction","Perilous planets"
"mdp.39015003972109",92159,3627722,"PZ4.A549Or 1978PS3551.N378","fuzzymatch","Anderson, Poul,","1926-2001.","Boston|Gregg Press|1978, c1961.",1978,,"mau",,,"Fiction","Orbit unlimited"
"mdp.39015005649820",87371,3481074,"PZ3.N8187Pl 1978PS3527.O625","fuzzymatch","Norton, Andre.",,"Boston|Gregg Press|1978, c1956.",1978,,"mau",,,"Fiction","Plague ship"
"uc1.b4369743",6227681,3168792,"PZ4.U63Gi 1978PS3571.P35","fuzzymatch","Boyd, John,","1919-","New York|Viking Press|1978.",1978,,"nyu",,,"Fiction","The girl with the jade green eyes"
"mdp.39015000634983",256059,4494679,"PZ3.L5293ChPS3523.E4583","fuzzymatch","Leiber, Fritz,","1910-1992.","Boston|Gregg Press|1978.",1978,,"mau",,,"Fiction","The change war"
"mdp.39015020723915",179606,4114345,"PZ4.M1195Dr 1978PS3563.A255","fuzzymatch","McCaffrey, Anne.",,"New York|Ballantine Books|c1978.",1978,,"nyu",,,"Fiction","Dragonflight"
"mdp.39015003972067",92158,3627721,"PZ4.A549Wp vol. 4PS3551.N378","fuzzymatch","Anderson, Poul,","1926-2001.","Boston|Gregg Press|1978, c1955.",1978,,"mau",,,"Fiction","The long way home"
"uc1.32106014905522",777859,3608983,"PZ4.A549EapPS3551.N378","taggedsf","Anderson, Poul,","1926-2001.","New York|Berkley Pub. Corp. : distributed by Putnam|c1978.",1978,,"nyu",,"Science fiction, American","Fiction","The earth book of Stormgate"
"mdp.39015020000694",204835,4314179,,"fuzzymatch","Sheffield, Charles.",,"New York|Ace Books|1978.",1978,,"nyu",,,"Fiction","Sight of Proteus"
"mdp.39015002985169",255705,4493206,"PZ4.T342Man 1978PS3570.E95","fuzzymatch","Tevis, Walter S.",,"Boston|Gregg Press|1978, c1963.",1978,,"mau",,,"Fiction","The man who fell to Earth"
"mdp.39015005717510",87461,3481455,,"taggedsf","Wilhelm, Kate.",,"New York|Harper & Row|c1978.",1978,,"nyu",,"Science fiction, American","Fiction","Somerset dreams and other fictions"
"mdp.39015013942332",164298,4237480,,"fuzzymatch","McCaffrey, Anne.",,"Garden City, N.Y.|Nelson Doubleday|c1978.",1978,,"nyu",,,"Fiction","The Dragonriders of Pern"
"mdp.39015002756073",91581,3609370,"PZ4.R9548An 1978PS3568.U763","fuzzymatch","Russ, Joanna,","1937-2011.","Boston|Gregg Press|1978, c1970.",1978,,"mau",,,"Fiction","And chaos died"
"mdp.39015056818126",3852059,4285987,,"fuzzymatch","Reamy, Tom.",,"New York|Berkley Pub. Corp.|c1978.",1978,,"nyu",,,"Fiction","Blind voices"
"pst.000017497954",7056039,19777606,"PS3556.I52I58 1989","fuzzymatch","Finney, Jack.",,"New York|Simon & Schuster|1989, c1978.",1978,,"xxu",,,"NotFiction","Invasion of the body snatchers"
"mdp.39015033871693",92191,3627857,"PZ4.A549HrPS3551.N378","taggedsf","Anderson, Poul,","1926-2001.","Boston|Gregg Press|1978.",1978,,"mau",,"Science fiction, American","Fiction","The horn of time"
"uc1.b3862784",7881099,4269023,"PZ1.A623 1978bPR1309.S3","taggedsf",,,"New York|Scribner|c1978.",1978,,"nyu",,"Science fiction, American|Science fiction, English","Fiction","Anticipations"
"mdp.39076002620370",9929698,7264428,,"taggedsf",,,"New York|Avon|1980, c1978.",1978,,"nyu",,"Science fiction, American|Science fiction, English","Fiction","100 great science fiction short short stories"
"uc1.32106005888059",249006,3934051,,"fuzzymatch","Dickson, Gordon R.",,"New York|Dial Press|1978.",1978,,"nyu",,,"Fiction","The far call"
"mdp.39015010838004",135312,3843759,"PZ4.L537Ch 1978","fuzzymatch","Lem, Stanisław.",,"New York|Harcourt Brace Jovanovich|c1978.",1978,,"nyu",,,"Fiction","The chain of chance"
