docid,recordid,oclc,locnum,includedbc,author,authordate,imprint,inferreddate,place,enumcron,subjects,genres,title
mdp.39015054031656,003450134,29136140,PS3560.O7617F57 1993,fuzzymatch,"Jordan, Robert,",1948-2007.,New York|TOR|1993.,1993,nyu,,,Fiction|Fantastic fiction,The fires of heaven
uc1.$b102397,006601803,1550512,PZ3.J71654Pe,oclcid,"Jones, Guy Pearce.",,New York|Random House|c1946.,1946,nyu,,,Fiction,Peabody's mermaid
uc1.32106018320967,007112649,823428,,fuzzymatch,"Anderson, Poul,",1926-2001,"Garden City, N.Y.|Doubleday|1974.",1974,nyu,,,Fiction,A midsummer tempest.
uc1.$b243955,001028990,1179607,PS3527.A74F5 1926,oclcid,"Nathan, Robert,",1894-,New York|Robert M. McBride|1926.,1926,nyu,,,NotFiction,The fiddler in Barly.
mdp.39015002970203,001776112,971071,,fuzzymatch,"Williams, Charles,",1886-1945.,"Grand Rapids, Mich.|W. B. Eerdmans|1969",1969,miu,,,UnknownGenre,The place of the lion.
pst.000023323766,007050307,29876877,PS3555.H65K55 1994,fuzzymatch,"Ehrenreich, Barbara.",,New York|HarperPerennial|1994.,1994,xxu,,,NotFiction,Kipper's game
uc1.b4431356,006239221,28553027,,oclcid,"LaFarge, Tom.",,"Los Angeles, Calif.|Sun & Moon Press|1993-",0,cau,v.1,,Fiction,The crimson bears
pst.000025687200,012279054,32844940,,fuzzymatch,"Bradley, Marion Zimmer.",,"New York|Severn House|1995, c1983.",1983,xxu,,Darkover (Imaginary place)|Fiction|Women,Fantastic fiction|Science fiction|NotFiction,Thendara house
mdp.49015001011247,004483807,1837725,,fuzzymatch,"Williams, Charles,",1886-1945.,"Grand Rapids, Mich.|W. B. Eerdmans|1950, 1974 printing.",1974,miu,,,Fiction,The place of the lion
uc1.$b259681,006508337,3309009,,taggedfantasy,"Collins, Vere H. (Vere Henry),",b. 1872.,London|Oxford University Press|1924.,1924,enk,,"Fantasy fiction, American|Fantasy fiction, English",NotFiction,Ghosts and marvels : | a selection of uncanny tales from Daniel Defoe to Algernon Blackwood
mdp.39015030709920,001028990,1179607,PS3527.A74F5 1926,oclcid,"Nathan, Robert,",1894-,New York|Robert M. McBride|1926.,1926,nyu,,,NotFiction,The fiddler in Barly.
uc1.32106006725334,007118121,9576289,,taggedfantasy,"Yolen, Jane.",,New York|Schocken Books|1983.,1983,nyu,,"Fantasy fiction, American",Fiction,Tales of wonder
mdp.39015061469337,004988421,50322784,PS3561.E79B75 2003,fuzzymatch,"Keyes, J. Gregory,",1963-,New York|Del Rey|c2003.,2003,nyu,,,Novel|Fantasy fiction,The Briar king
pst.000011098027,008385119,8980816,,fuzzymatch,"MacDonald, George,",1824-1905.,Philadelphia|McKay|19--?].,0,xx ,,Fairy tales,NotFiction,At the back of the north wind
mdp.39015005906634,000323314,4619622,,fuzzymatch,"Bradbury, Ray,",1920-2012.,New York|Ballantine|1956,1956,nyu,,,Fiction,The October country
mdp.39076001176655,009921616,7969251,,taggedfantasy,"L'Engle, Madeleine.",,"New York|Dell|1976, c1973.",1976,nyu,,Juvenile fiction|Fantasy,NotFiction,A wind in the door
uc1.b3688018,006601803,1550512,PZ3.J71654Pe,oclcid,"Jones, Guy Pearce.",,New York|Random House|c1946.,1946,nyu,,,Fiction,Peabody's mermaid
pst.000025483086,007052722,23245599,,fuzzymatch,"Boston, L. M. (Lucy Maria),",1892-1990,"San Diego|Harcourt, Brace, Jovanovich|c1955.",1955,xx ,,Space and time|Juvenile fiction,NotFiction,The children of Green Knowe
uc1.32106016473529,007142345,51068914,,taggedfantasy,"Zelazny, Roger,",1937-,New York|ibooks|London|Simon & Schuster|2003,2003,nyu,,"Fantasy fiction, American",Novel,To die in Italbar
mdp.49015003174084,005665843,60235817,,fuzzymatch,"Horwood, William.",,London|HarperCollins|1995.,1995,enk,,,Novel,The willows in winter
mdp.39015058065924,004353671,36639853,PS3570.A483T45 1992,taggedfantasy,"Tan, Cecilia,",1967-,"Boston, MA|Circlet Press|c1992.",1992,mau,,"Fiction|Erotic stories, American|Telepathy|Science fiction, American|Sadomasochism|Fantasy fiction, American",Short stories,Telepaths don't need safewords and other stories from the erotic edge of SF/fantasy
mdp.39015061865633,004972047,34472150,PS648.F3S98 1996,taggedfantasy,,,Los Angeles|Alyson Publications|1996.,1996,cau,,"Fiction|Gay men|Lesbians|Gays' writings, American|Science fiction, American|Fantasy fiction, American",Short stories,Swords of the rainbow
mdp.49015001387621,004522605,26547823,PS648.S3F855 1993,taggedfantasy,,,New York|Bantam Books|c1993.,1993,nyu,,"Fantasy fiction, American|Science fiction, American",Fiction,Full spectrum 4
mdp.39015074369433,005809171,11641776,,taggedfantasy,,,"Garden City, N.Y.|N. Doubleday|1985?], c1984.",1985,nyu,,"Fiction|Thieves|Fantasy fiction, American|Cities and towns|Sanctuary (Imaginary place)",Short stories,"Cross-currents : | Storm season, The face of chaos, Wings of omen"
pst.000012778010,012276253,7699722,,fuzzymatch,"Bradley, Marion Zimmer.",,"New York, N.Y.|Ballantine Books|1981.",1981,xx ,,,NotFiction,The house between the worlds
mdp.39015058799944,003903316,18454045,,taggedfantasy,"Saberhagen, Fred,",1930-2007.,"Garden City, N.Y.|Doubleday|1988?",1988,nyu,,Fiction|Mark of Tasavalta (Fictitious character)|Tasavalta (Imaginary place)|Swords|Fantasy fiction|Wizards,Novel|Fantastic fiction,The lost swords : | the first triad
mdp.39015029269951,002615051,18690190,,oclcid,"Moon, Elizabeth.",,New York|Baen Books|1988.,1988,nyu,,,Fiction,Divided allegiance
uc1.$b86033,006592693,4544468,,fuzzymatch,"Bond, Nelson Slade,",1908-,New York|Coward-McCann|1946,1946,nyu,,,NotFiction,Mr. Mergenthwirker's lobblies and other fantastic tales
mdp.39015049615324,005614739,7272764,PS3558.J58E2,taggedfantasy,"Hjort, James William.",,"Buffalo, NY|Weirdbook Press|c1980.",1980,nyu,,"Horror tales, American|Fantasy fiction, American",Short stories,"Ebon roses, jewelled skulls"
pst.000014560545,007057040,6271425,,fuzzymatch,"Wells, H. G. (Herbert George),",1866-1946.,New York|Scholastic Book Services|c1977.,1977,xx ,,,NotFiction,"The empire of the ants, and other stories"
mdp.39015002344573,001025869,1487587,PZ3.T576Lo,oclcid,"(John Ronald Reuel), Tolkien, J. R. R.",1892-1973.,London|Allen & Unwin|1954-55.,1954,enk,pt.1,,Fiction,The lord of the rings.
mdp.39015055878501,003818038,20491176,PS648.F3R57 1990,taggedfantasy,,,New York|Bonanza Books|1990.,1990,nyu,,"Horror tales, American|Fantasy fiction, American",Fiction,Rivals of Weird tales : | 30 great fantasy & horror stories from the weird fiction pulps
mdp.39015020723915,000179606,4114345,PZ4.M1195Dr 1978PS3563.A255,fuzzymatch,"McCaffrey, Anne.",,New York|Ballantine Books|c1978.,1978,nyu,,,Fiction,Dragonflight
pst.000060377579,007491878,12295897,,oclcid,"Eddings, David.",,New York|Nelson Doubleday|c1983.,1983,xx ,,,NotFiction,The belgariad. | $c: David Eddings. | $n: Part one /
uc1.32106015420547,007143150,12228601,,fuzzymatch,"Tolkien, J. R. R. (John Ronald Reuel),",1892-1973,Oxford|George Allen & Unwin|1954,1954,enk,,,Fiction,The fellowship of the ring : | being the first part of The Lord of the Rings
mdp.39015047580728,004058204,33391471,,taggedfantasy,"Meyrink, Gustav,",1868-1932.,"Sawtry, Cambs|Dedalus|Riverside, CA|Ariadne|1995.",1995,enk,,"Fiction|Legends|Fantasy fiction, German|Translations into English|Paranormal fiction|Golem",Fiction|Bibliographies,The Golem
mdp.39015041314561,003188214,35990203,PS3553.A8133N37 1997,taggedfantasy,"Castañeda, Omar S.,",1954-,"Houston, Tex.|Arte Publico Press|1997.",1997,txu,,"Fantasy fiction, American",Fiction,Naranjo the muse : | a collection of stories
mdp.39015014938602,000366949,2304839,,fuzzymatch,"Verne, Jules,",1828-1905.,New York|Airmont|1965.,1965,nyu,,,Fiction,A journey to the center of the earth
mdp.39015073814405,005675013,42983253,,taggedfantasy,,,"Garden City, N.Y.|Nelson Doubleday|1982?], c1981.",1981,nyu,,"Fiction|Thieves|Fantasy fiction, American|Cities and towns|Sanctuary (Imaginary place)",Short stories|Fantasy fiction,Sanctuary
mdp.39015021502573,002475447,22542434,PS3555.M54S74 1991,oclcid,"Emshwiller, Carol.",,San Francisco|Mercury House|1991.,1991,cau,,,Fiction,The start of the end of it all : | short fiction
mdp.39015060661678,004966427,56368590,PS3515.O842A6 2005,taggedfantasy,"Howard, Robert E. (Robert Ervin),",1906-1936.,Lincoln|University of Nebraska Press|c2005.,2005,nbu,,"Horror tales, American|Fantasy fiction, American",Fiction,The black stranger and other American tales
mdp.39015014288040,000366937,29005418,,fuzzymatch,"Lindsay, Norman,",1879-1969.,"London|Angus & Robertson|1979, c1936.",1979,enk,,,Fiction,The flyaway highway
pst.000032762600,007062132,17461313,PS3527.A74P6 1976,fuzzymatch,"Nathan, Robert,",1894-1985,"Cutchogue, N.Y.|Buccaneer Books|1976.",1976,xxu,,,NotFiction,Portrait of Jennie
mdp.39015043052284,003345445,21212473,,oclcid,"Rosenberg, Joel,",1954-,New York|Guild America|1988(?).,1988,nyu,,,Fiction,Guardians of the flame : | the heroes
pst.000029233106,009815318,41086723,PS3552.R6596A8 1999,fuzzymatch,"Brooks, Terry.",,New York|Ballantine Pub. Group|1999.,1999,nyu,,Good and evil|Demonology|Young women|Fiction|Knights and knighthood,Fantastic fiction|Fiction,Angel fire east
mdp.39015061154988,004739324,34319188,PS648.F3F345 1995,taggedfantasy,,,New York|Ace Books|1995.,1995,nyu,,"Adaptations|Fantasy fiction, American|Carroll, Lewis|1832-1898",Short stories,Fantastic Alice
uc1.b3711206,001029005,289825,PZ3.N195Po,fuzzymatch,"Nathan, Robert,",1894-1985.,New York|A. A. Knopf|1940.,1940,nyu,,,Fiction,"Portrait of Jennie, | $c: by Robert Nathan."
mdp.39015064885208,005251898,62172942,PR6118.O28L585 2006,fuzzymatch,"Robson, Justina.",,New York|Bantam Books|2006.,2006,nyu,,Fiction|Gods|Love stories,Novel|Love stories|Science fiction,Living next door to the god of love
mdp.39015081739271,006861953,2155673,PZ3.D445Dw3PS3507.E69,taggedfantasy,"Derleth, August,",1909-1971.,"Sauk City, Wis.|Arkham House|1976.",1976,wiu,,"Fantasy fiction, American|Ghost stories, American",Short stories,Dwellers in darkness
mdp.39015008470554,000204493,60074164,,fuzzymatch,"Herbert, Frank.",,"New York|Berkley Books|1982 printing, c1968.",1982,nyu,,,Fiction,The Santaroga barrier
pst.000017402897,012275376,17983559,PS3552.R6596W55 1988,oclcid,"Brooks, Terry.",,New York|Ballantine Books|1988.,1988,xxu,,,NotFiction,Wizard at large
mdp.39015064100095,005227619,31726601,,taggedfantasy,,,"Stone Mountain, Ga.|White Wolf|c1994.",1994,gau,,"Fiction|Fantasy fiction, English|Elric of Melniboné (Fictitious character)|Horror tales, American|Swords|Fantasy fiction, American|Horror tales, English",Fantastic fiction|Short stories|ContainsBiogMaterial|Epic fiction,Michael Moorcock's Elric : | tales of the white wolf: an original anthology
mdp.49015002568781,004483420,11078964,,fuzzymatch,"Tolkien, J. R. R. (John Ronald Reuel),",1892-1973.,Boston|Houghton Mifflin|c1965.,1965,mau,,,Fiction,The fellowship of the ring : | Being the first part of The Lord of the rings
mdp.39015020724129,000261088,9814606,,fuzzymatch,"McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,nyu,,,NotFiction,Dragonquest
mdp.39015066110555,000098351,6564421,,fuzzymatch,"Clarke, Arthur C. (Arthur Charles),",1917-2008,"New York|Harcourt, Brace & World|c1953.",1953,nyu,,,Fiction,Childhood's end
mdp.39015058731913,001291946,18395089,,fuzzymatch,"Moon, Elizabeth.",,New York|Baen Books|Distributed by Simon & Schuster|1988.,1988,nyu,,,Fiction,Sheepfarmer's daughter
mdp.39015061005289,005055124,31167284,PS3573.E3978K57 1995,oclcid,"Weis, Margaret.",,New York|ROC|1995.,1995,nyu,,,Novel|Science fiction,Knights of the Black Earth
mdp.39015064901575,005261849,69332486,PR6106.F67F68 2006,fuzzymatch,"Fforde, Jasper.",,New York|Viking|c2006.,2006,nyu,,Adaptations|Nursery rhymes,Fiction,The fourth bear
pst.000022747778,007040196,26209890,,oclcid,,,"New York|Galahad Books|1992, c1981.",1981,xxu,,,NotFiction,Masters of fantasy
mdp.39015060563213,005025853,45234499,,taggedfantasy,"Schweitzer, Darrell,",1952-,"Berkeley Heights, NJ|Wildside Press|1999.",1999,nju,,"Fantasy fiction, American",Short stories,Necromancies and netherworlds : | uncanny stories
mdp.39076001108013,009921411,24661420,,taggedfantasy,,,"New York, N.Y.|HarperCollins|c1989.",1989,nyu,,"Juvenile literature|Horror tales, American|Fantasy fiction, American",NotFiction,Things that go bump in the night : | a collection of original stories
mdp.39015013397081,001428015,13394,,oclcid,"Babbitt, Natalie.",,"New York|Farrar, Straus and Giroux|1969",1969,nyu,,,UnknownGenre,The search for delicious.
uc1.32106015428078,007138069,38076290,,oclcid,"Chapman, Stepan,",1951-,"Tallahassee, FL|Ministry of Whimsy Press|c1997",1997,flu,,,Fiction|Fantasy fiction,The troika
pst.000024818261,009430106,1420948,,oclcid,"Guillot, René,",1900-1969,"New York|Abelard-Schuman|1961, c1960].",1960,xx ,,,NotFiction,Nicolette and the mill
mdp.39015020735745,000657280,730688,PZ10.3A197Wat4,fuzzymatch,"Adams, Richard,",1920-,"New York|Macmillan|1974,c1972",1974,nyu,,,Fiction,Watership Down | $c: [by] Richard Adams.
mdp.39015066045579,004291756,50494572,,fuzzymatch,"Pratchett, Terry.",,London|Doubleday|2002.,2002,enk,,Fiction|Discworld (Imaginary place),Novel,Night watch
mdp.39015079263318,005936683,225870425,PR9619.4.F78D44 2008,taggedfantasy,"Freeman, Pamela.",,New York|Orbit|2008.,2008,nyu,,Fantasy fiction,Fiction|Fantasy fiction,Deep water
mdp.39015010919192,000255741,4493391,,fuzzymatch,"Zelazny, Roger.",,"Boston|Gregg Press|1979, c1970.",1979,mau,,,Fiction,Nine princes in Amber
mdp.39015061027432,005069958,18988469,PS648.O33I8 1989,taggedfantasy,,,"Buffalo, N.Y.|Prometheus Books|c1989.",1989,nyu,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American|Paranormal fiction",Bibliographies|Short stories,Isaac Asimov presents tales of the occult : | stories
mdp.39015080882718,006838656,260231147,PT2708.E48Z8413 2009,fuzzymatch,"Heitz, Markus,",1971-,New York|Orbit|2009.,2009,nyu,,,Fiction,The dwarves
mdp.49015001010546,004483737,289825,,fuzzymatch,"Nathan, Robert,",1894-,"New York|A.A. Knopf|1940,c1939.",1940,nyu,,,Fiction,Portrait of Jennie
mdp.39076001173876,009921606,15042750,,taggedfantasy,"Roberson, Jennifer,",1953-,New York|DAW Books|c1986.,1986,nyu,,Juvenile fiction|Fantasy,NotFiction,Sword-dancer
uc1.32106012546500,004116918,43324224,PS3553.R597D34 2000,fuzzymatch,"Crowley, John,",1942-,New York|Bantam Books|2000,2000,nyu,,,Fiction|Fantasy fiction,Daemonomania
mdp.49015002610310,004582782,46619991,PS3554.I3915S77 2001,taggedfantasy,"Di Filippo, Paul,",1954-,"Urbana, IL|Golden Gryphon Press|2001.",2001,ilu,,"Fiction|Occupations|Fantasy fiction, American",Fiction,Strange trades
mdp.39015004852391,001417107,67412112,,taggedfantasy,"Nichols, Ruth,",1918-,"New York|Harcourt, Brace & World|1969",1969,nyu,,Fantasy,UnknownGenre,A walk out of the world. | $c: Illustrated by Trina Schart Hyman.
mdp.39015056268603,003836264,32232297,,fuzzymatch,"Bujold, Lois McMaster.",,"New York, NY|Baen Publishing|1995, c1994.",1995,nyu,,,Fiction,Mirror dance
mdp.39015050116691,004116918,43324224,PS3553.R597D34 2000,fuzzymatch,"Crowley, John,",1942-,New York|Bantam Books|2000,2000,nyu,,,Fiction|Fantasy fiction,Daemonomania
pst.000044926731,007050485,37882656,,fuzzymatch,"Tolkien, J. R. R. (John Ronald Reuel),",1892-1973.,"New York|Ballantine Books|1973, c1965].",1965,xx ,pt.1,,NotFiction,The Lord of the Rings
mdp.39076002617632,009929727,62709397,PR6039.O32L6,fuzzymatch,"Tolkien, J. R. R. (John Ronald Reuel),",1892-1973.,Boston|Houghton Mifflin Co.|c1982-c1983.,1982,mau,v.1,"Middle Earth (Imaginary place)|Baggins, Frodo (Fictitious character)|Fiction",Fiction,The lord of the rings
mdp.39076002774730,009931839,60562356,,fuzzymatch,"Paterson, Katherine.",,"New York|HarperTrophy|2003, c1977.",1977,nyu,,Juvenile fiction|20th century|Friendship|History|Death,Fiction,Bridge to Terabithia
mdp.39015013275659,000142126,6015943,PZ3.T844My 1979PG3421.A13,taggedfantasy,"Turgenev, Ivan Sergeevich,",1818-1883.,"Canberra|Australian National University, Faculty of Arts|1979.",1979,at ,,"Fantasy fiction, Russian|Translations into English",Fiction|Bibliographies,The mysterious tales of Ivan Turgenev
mdp.39015062109072,003619268,15489920,PR6051.D3352D5 1987,fuzzymatch,"Adams, Douglas,",1952-2001.,New York|Simon and Schuster|c1987.,1987,nyu,,,Fiction,Dirk Gently's Holistic Detective Agency
mdp.39015011255661,001903284,13939148,,taggedfantasy,"Elwood, Roger,",,New York|Trident Press|c1973,1973,nyu,,"Horror tales, American|Fantasy fiction, American",UnknownGenre,The berserkers.
mdp.39015069132127,005410737,13335003,PS3569.C5684T6 1985,taggedfantasy,"Schweitzer, Darrell,",1952-,"Buffalo, N.Y.|W.Paul Ganley|1985.",1985,nyu,,"Horror tales, American|Fantasy fiction, American",Fiction,Tom O'Bedlam's night out and other strange excursions
mdp.39015053538602,003582238,32413407,PS648.H57M45 1994,taggedfantasy,,,"New York, N.Y.|Masquerade Books|1994.",1994,nyu,,"Fiction|Gay men|Erotic stories, American|Gay men's writings, American|Science fiction, American|Male authors|Fantasy fiction, American",Fiction,Meltdown! : | an anthology of erotic science fiction and dark fantasy for gay men
mdp.39015019965972,002457854,11133709,PR6057.R3264L36 1985,oclcid,"Gray, Alasdair.",,"New York|G. Braziller|1985, c1981.",1985,nyu,,,Fiction,Lanark : | a life in 4 books
uc1.$b318311,006545040,3136782,,taggedfantasy,"Mendès, Catulle,",1841-1909.,London|T. Werner Laurie|1928.,1928,enk,,"Fantasy fiction, French",Fiction,Number 56 and other stories
mdp.39015014756285,000125674,13975285,,oclcid,"Anthony, Piers.",,"Garden City, N.Y.|Doubleday|1981",1981,nyu,,,Fiction,The magic of Xanth
mdp.39015054095784,004135525,44676135,PS3563.A7239S7 2000,fuzzymatch,"Martin, George R. R.",,New York|Bantam Books|2000.,2000,nyu,,,Fiction|Fantastic fiction,A storm of swords
mdp.39015031010799,001907152,1188010,,oclcid,"Stong, Phil,",1899-1957.,"Garden City, N.Y.|Garden City publishing co., inc.|1942",1942,nyu,,"Short stories, American",UnknownGenre,"The other worlds; | 25 modern stories, of mystery and imagination, | $c: ed. with an introduction by Phil Ston."
inu.30000092834443,007588651,52040664,,taggedfantasy,,,Calgary|Red Deer Press|2003.,2003,abc,,"Fantasy fiction, Canadian|Short stories, Canadian|21st century|Canadian fiction",NotFiction,Open space : | new Canadian fantastic fiction
inu.30000036708570,007593827,31900102,PS3562.L94S57 1995,oclcid,"Llywelyn, Morgan.",,"Riverdale, NY|Bean Pub. Enterprises|New York, NY|Distributed by Simon & Schuster|1995.",1995,nyu,,,Fantastic fiction|Fiction,Silverhand
uc1.32106017666675,007144381,45556182,PR6051.D345W3 2001,fuzzymatch,"Adams, Richard,",1920-,New York|Perennial|2001,2001,nyu,,Fiction|Rabbits,Fiction|Fantasy fiction|Adventure stories,Watership Down
mdp.39015021870673,002475601,23159187,,taggedfantasy,"Gray, Alasdair.",,Glasgow|Dog and Bone|1990.,1990,stk,,"Fantasy fiction, English",Fiction,"McGrotty and Ludmilla, or, The Harbinger report"
uc1.32106005561946,007103659,12314483,,oclcid,"Morris, Janet,",1946-,"New York, N.Y.|Baen Enterprises|Distributed by Simon and Schuster|c1985.",1985,nyu,,,Fiction,Beyond the veil
mdp.39015046463629,004172370,39606742,PS3563.A7239C58 1999,fuzzymatch,"Martin, George R. R.",,New York|Bantam Books|1999.,1999,nyu,,,Fiction,A clash of kings
mdp.39015047476265,004026669,39060778,PS3554.O469R42 1999,taggedfantasy,"Donaldson, Stephen R.",,New York|Bantam Books|1999.,1999,nyu,,"Fantasy fiction, American",Fiction|Fantasy fiction,"Reave the Just, and other tales : | stories"
pst.000068122225,009814142,3290108,PZ4.C5Ch 1953b,fuzzymatch,"Clarke, Arthur C. (Arthur Charles),",1917-2008.,New York|Ballantine Books|c1953.,1953,nyu,,,Fiction,Childhood's end
pst.000023121539,007048362,316834411,PS3551.N73M33x 1979b,fuzzymatch,"Anthony, Piers.",,"Garden City, N.Y.|Nelson Doubleday|c1979, c1977.",1977,xxu,,Science fiction,NotFiction,"The magic of Xanth : | a spell for chameleon, the source of magic ; Castle Roogna"
mdp.39015028914631,002729712,23461885,,oclcid,"Barrett, Neal.",,"Shingletown, CA|M.V. Ziesing|1991.",1991,cau,,,Fiction,The hereafter gang
uc1.32106017921492,007145761,61319718,,taggedfantasy,"Elgar, Sedan",,Seattle|Brob House Books|c1998,1998,wau,,"Fantasy fiction, American",Fiction,Larkinstreet's luck : | tales of the American faerie : a novel in ten chapters with epilogue and three interlocutory tales
pst.000027671849,007048956,3007587,,fuzzymatch,"Nathan, Robert,",1894-1985,New York|Dell Pub. Co.|1977.,1977,xx ,,,NotFiction,Portrait of Jennie
mdp.39015022220357,001187793,923296,PZ3.W1426CasPS3573.A4218,taggedfantasy,"Sturgeon, Theodore.",,"Garden City, N.Y.|Doubleday|c1974.",1974,nyu,,Fantasy fiction,Fiction,Case and the dreamer
mdp.39015030931284,001441754,1113343,PZ1.D42Ot,oclcid,"Derleth, August William,",1909-1971.,New York|Pellegrini & Cudahy|1949,1949,nyu,,Science fiction,NotFiction,The other side of the moon. | [Stories]
mdp.49015002042977,004532736,27683053,PS3561.R46A64 1993,taggedfantasy,"Kress, Nancy.",,"Sauk City, Wis.|Arkham House Publishers|c1993.",1993,wiu,,"Fantasy fiction, American",Short stories,The aliens of earth
mdp.39015056214490,003837675,36203515,,taggedfantasy,"Powers, Tim,",1952-,"New York|Avon Books|1996, c1992.",1996,nyu,,"Fiction|Poker|Gambling|Paranormal fiction|Tarot (Game)|Fantasy fiction, American",Fiction,Last call
pst.000019832128,009423926,17971362,,taggedfantasy,"Adams, Douglas,",1952-2001,"New York|Pocket Books|1988, c1987.",1987,xx ,,"Fantasy fiction|Fantasy fiction, English",NotFiction,Dirk Gently's Holistic Detective Agency
pst.000007265860,007042446,3894754,,fuzzymatch,"Lindgren, Astrid,",1907-2002,"New York|Scholastic Book Services|1968, c1959.",1959,xx ,,,NotFiction,Pippi Longstocking
mdp.39015005766368,000123132,964435,PZ3.C551205Ch,fuzzymatch,"Clarke, Arthur C. (Arthur Charles),",1917-2008,New York|Ballantine Books|1953,1953,nyu,,,Fiction,Childhood's end.
pst.000024710817,009809507,802307,,fuzzymatch,"Burroughs, Edgar Rice,",1875-1950.,New York|Dover Publications|1963].,1963,xx ,,,NotFiction,At the earth's core : | Pellucidar; Tanar of Pellucidar: three science fiction novels
mdp.39015010415951,000764570,7324233,PS648.F3T7,taggedfantasy,,,"New York, N.Y.|Avon|1981.",1981,nyu,,"Fantasy fiction, English|Fantasy fiction, American",Fiction,A Treasury of modern fantasy
pst.000061168374,007057764,173283101,,oclcid,"Joyce, Brenda.",,"Don Mills, Ont.|HQN|c2007.",2007,onc,,Fiction|Time travel,Novel|Love stories,Dark rival
pst.000045370397,007058480,21438128,,taggedfantasy,"Hoban, Russell.",,"New York|Dell|1990], c1967.",1990,xx ,,Fantasy,NotFiction,The mouse and his child
mdp.39015081739180,006859334,227032007,PS3537.M5403Z64 2008,taggedfantasy,"Smith, Clark Ashton,",1893-1961.,"Hayward, Calif.?|Chaosium|2008.",2008,cau,,"Cthulhu (Fictitious character)|Horror tales, American|Fantasy fiction, American",Short stories,The Klarkash-Ton cycle : | Clark Ashton Smith's Cthulhu mythos fiction
pst.000059263739,007052714,42875902,,taggedfantasy,"Carroll, Lewis,",1832-1898.,"London|Creation|2000, 1999.",2000,enk,,"Fantasy fiction, English|Alice (Fictitious character : Carroll)|Juvenile fiction",Fiction,Alice through the looking glass
pst.000062576833,007509910,144221380,PZ7.S84975Mud 2007,taggedfantasy,"Stewart, Paul,",1955-,New York|Delacorte Press|2007,2007,nyu,2007,Wizards|Juvenile fiction|Fantasy,Fiction|Humorous fiction,Muddle Earth
pst.000032785753,007496690,36269806,,fuzzymatch,"Carmody, Isobelle.",,"New York|Puffin Books|1996, c1993.",1993,xxu,1996,Supernatural|Fiction,NotFiction,The Gathering
mdp.39015077126368,005911873,255282020,,taggedfantasy,"Goodman, Alison.",,London|Bantam|2008.,2008,enk,,Fiction|Sex role|Dragons|Fantasy fiction|Mistaken identity,NotFiction,The two pearls of wisdom
mdp.39015078566315,001424222,67414474,,fuzzymatch,"Swift, Jonathan,",1667-1745.,"London [etc.|Ward, Lock & co., limited|19--",0,enk,,,UnknownGenre,Gulliver in Liliput | $c: by Jonathan Swift ... Retold by Edith Robarts. Illustrated in colour.
uc1.32106012964117,007132581,31072094,,fuzzymatch," Clarke, Arthur C.   (Arthur Charles),",1917-2008,"Cutchogue, N.Y.|Buccaneer Books|1973",1973,nyu,,,NotFiction,Rendezvous with Rama
mdp.39015014443868,000631485,10791101,,oclcid,"Wrede, Patricia C.,",1953-,New York|ACE Fantasy Books|1984.,1984,nyu,,,Fiction,The seven towers
mdp.39015069128471,005399519,23649727,PN6120.95.M155W58 1991,taggedfantasy,,,New York|Penguin Books|1991.,1991,nyu,,Fiction|Magic|Witches|Short stories|Warlocks|Fantasy fiction|Wizards,Bibliographies|Short stories,"The Penguin book of witches & warlocks : | tales of black magic, old & new"
uc1.b3545509,001441754,1113343,PZ1.D42Ot,oclcid,"Derleth, August William,",1909-1971.,New York|Pellegrini & Cudahy|1949,1949,nyu,,Science fiction,NotFiction,The other side of the moon. | [Stories]
osu.32435068347988,100821050,3916492,PS3558.U3895H5 1955,oclcid,"Hughes, Riley.",,Milwaukee|Bruce Pub. Co.|1955,1955,wiu,,,NotFiction,The hills were liars : | a novel
mdp.39015064131553,005248858,29960553,,taggedfantasy,,,"New York|Barnes & Noble Books|1993, c1989.",1989,nyu,,Fiction|Magic|Witches|Horror tales|Short stories|Fantasy fiction|Wizards,Bibliographies|Short stories,"Witches & warlocks : | tales of black magic, old & new"
mdp.39076006980549,009911356,653379,,fuzzymatch,"Lawson, John (John Shults)",,New York|Crowell|1966,1966,   ,,,UnknownGenre,"You better come home with me, | $c: by John Lawson. Illustrated by Arnold Spilka."
pst.000032904703,012257586,35786798,,fuzzymatch,"Lackey, Mercedes.",,"Riverdale, NY|Baen Books|New York, NY|Distributed by Simon & Schuster|1996], c1995.",1995,xxu,,Alchemy|Werewolves|Fiction,Fantastic fiction|NotFiction,The fire rose
uc1.$b604952,000538417,1750399,,fuzzymatch,"Lewis, C. S. (Clive Staples),",1898-1963.,New York|Macmillan|1943.,1943,nyu,,,NotFiction,Out of the silent planet.
mdp.39015040060918,003949459,36284106,PR4612.A48 1997,taggedfantasy,,,"Lexington, Ky.|University Press of Kentucky|c1997.",1997,kyu,,"Fantasy literature, English|Carroll, Lewis|1832-1898|Satire, English|Influence|Parodies, imitations, etc",NotFiction|Bibliographies,Alternative Alices : | visions and revisions of Lewis Carroll's Alice books : an anthology
