docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
uc2.ark+=13960=t2j67fg4m_0,uc2.ark+=13960=t2j67fg4m,41031,fantasy_oclc,"Griffith, George Chetwynd.",,London;F. V. White;1897.,1897,1897,,,,The romance of Golden Star,1897,0.8700313884061452,1
mdp.39015000638711,mdp.39015000638711,42269,fantasy_loc,"Le Fanu, Joseph Sheridan,",1814-1873.,New York|Garland Pub.|1979.,1978,1880,v.2,"Fantasy fiction, English",Fiction|Bibliographies,The Purcell papers,1880,0.2806330656119191,1
uc1.32106007308551_2,uc1.32106007308551,47064,fantasy_loc,"Oliphant, (Margaret), Mrs.",1828-1897.,Edinburgh|Scottish Academic|1985.,1985,1898,,"Fantasy fiction, English",Fiction,Selected short stories of the supernatural,1898,0.767674994241468,1
uiuo.ark+=13960=t00z7vf65,uiuo.ark+=13960=t00z7vf65,57527,fantasy_oclc,"Bronte, Charlotte,",,"London;Smith, Elder & co.;1857.",1857,1857,v. 1,,,The professor,1857,0.33971709728597876,1
inu.32000000659617_1,inu.32000000659617,35057,fantasy_oclc,"Sharp, William,",,"Boston;Roberts Bros.; [etc., etc.;1895.",1895,1895,,,,The mountain lovers,1895,0.9755339136809883,1
mdp.39015033584551,mdp.39015033584551,29090,fantasy_oclc,"Guiney, Louise Imogen,",,Boston;D. Lothrop company;c1888,1888,1888,,,,Brownies and bogles,1888,0.8759898762042759,1
uc2.ark+=13960=t2j67fg4m_1,uc2.ark+=13960=t2j67fg4m,39933,fantasy_oclc,"Griffith, George Chetwynd.",,London;F. V. White;1897.,1897,1897,,,,The romance of Golden Star,1897,0.6676557768558817,1
nyp.33433074878319_1,nyp.33433074878319,63637,fantasy_loc,"Le Queux, William,",,New York;F.A. Stokes.;c1895.,1895,1895,,"Fantasy fiction, English",,Zoraida,1895,0.7010208182902696,1
uc2.ark+=13960=t1qf8nf37_0,uc2.ark+=13960=t1qf8nf37,33715,fantasy_loc,,,"London;Swan, Sonnenschein & Co.;1889.",1889,1889,,"Short stories, French;Fantasy fiction",,The dead leman,1889,0.859127800736907,1
uc1.32106001951109_1,uc1.32106001951109,38846,fantasy_oclc,"Scott, Walter, Sir,",1771-1832.,London|J. Calder|c1977.,1977,1830,,"Fiction|Fantasy fiction, English",Fiction,The supernatural short stories of Sir Walter Scott,1830,0.21052156261178415,1
uc1.b4585229_0,uc1.b4585229,43166,fantasy_loc,,,Portmarnock [Ire.|Wolfhound Press|c1979.,1979,1894,,"Irish authors|English fiction|Fantasy fiction, English",Fiction,Irish masters of fantasy : | an anthology with introduction and biographical essays,1894,0.9288997141020483,1
uc2.ark+=13960=t17m0k93z_1,uc2.ark+=13960=t17m0k93z,40748,fantasy_oclc,"MacDonald, George,",,Boston;Loring;185-?,1850,1858,,,,Phantastes: A faerie romance for men and women,1858,0.9417919939101348,1
mdp.39015057979646_1,mdp.39015057979646,43843,fantasy_oclc,"Carroll, Lewis,",,London;New York;Macmillan and Co.;1889.,1889,1889,,,,Sylvie and Bruno,1889,0.1095843927348794,1
uc2.ark+=13960=t79s1rx9c_1,uc2.ark+=13960=t79s1rx9c,30556,fantasy_oclc,"Morris, William,",,"Portland, Maine;Thomas B. Mosher;1900.",1900,1895,,,,Child Christopher and Goldilind the fair,1895,0.5343141705058271,1
uc2.ark+=13960=t1qf8nf37_1,uc2.ark+=13960=t1qf8nf37,33416,fantasy_loc,,,"London;Swan, Sonnenschein & Co.;1889.",1889,1889,,"Short stories, French;Fantasy fiction",,The dead leman,1889,0.6304600732985307,1
uva.x000885514_1,uva.x000885514,37492,sf_bailey|fantasy_oclc,"Bierce, Ambrose,",,Washington;The Neale Publishing Company;1903.,1903,1893,,,,Can such things be?,1893,0.9363703356736269,1
uc1.$b807329_2,uc1.$b807329,56949,fantasy_oclc,"Cooper, James Fenimore,",,"Philadelphia;Carey, Lea, & Blanchard;1835.",1835,1835,,Utopias;Fiction,,The Monikins,1835,0.09321161760001921,1
dul1.ark+=13960=t6ww82n4s_1,dul1.ark+=13960=t6ww82n4s,58893,fantasy_loc,"Griffith, Mary,",,"Philadelphia;Carey, Lea & Blanchard;1836.",1836,1836,,"Science fiction, American",,"Camperdown, or, News from our neighbourhood",1836,0.021240698889215412,1
nyp.33433075767214,nyp.33433075767214,42103,fantasy_oclc,"Weyman, Stanley John,",,New York;Cassell;1894.,1894,1894,,,,The man in black,1894,0.8333671225029312,1
uiuo.ark+=13960=t5v70457m_0,uiuo.ark+=13960=t5v70457m,28016,fantasy_oclc,"Bronte, Charlotte,",,"London;Smith, Elder & co.;1857.",1857,1857,v. 2,,,The professor,1857,0.242641260986195,1
uva.x000885514_0,uva.x000885514,39880,sf_bailey|fantasy_oclc,"Bierce, Ambrose,",,Washington;The Neale Publishing Company;1903.,1903,1893,,,,Can such things be?,1893,0.8096700900889342,1
njp.32101013998032_1,njp.32101013998032,57735,fantasy_oclc,"Ritchie, Anne Thackeray,",,New York;Harper;1875.,1875,1875,,,,"Bluebeard's keys, and other stories",1875,0.3561687427640225,1
nyp.33433074939723_1,nyp.33433074939723,38497,fantasy_loc,"Besant, Walter,",,New York;Harper;1888.,1888,1888,,"Fantasy fiction, English",,The inner house,1888,0.7846694784519979,1
njp.32101013998032_0,njp.32101013998032,54211,fantasy_oclc,"Ritchie, Anne Thackeray,",,New York;Harper;1875.,1875,1875,,,,"Bluebeard's keys, and other stories",1875,0.6470481477336449,1
nyp.33433074878335_0,nyp.33433074878335,39355,fantasy_loc,"Le Queux, William,",,New York;Frederick A. Stokes;c1895,1895,1895,,"Fantasy fiction, English",,Stolen souls,1895,0.5406271985649277,1
mdp.39015003852855_1,mdp.39015003852855,55301,fantasy_oclc,"MacDonald, George,",1824-1905.,London|Gollanez|1961.,1961,1868,,,UnknownGenre,"The light princess, | and other tales, being the complete fairy stories of George Macdonald. | $c: With original illus. by Arthur Hughes. Introd. by Roger Lancelyn Green.",1868,0.9152484658109536,1
uc1.$b807329_0,uc1.$b807329,56487,fantasy_oclc,"Cooper, James Fenimore,",,"Philadelphia;Carey, Lea, & Blanchard;1835.",1835,1835,,Utopias;Fiction,,The Monikins,1835,0.18452944284455536,1
uva.x000241492_0,uva.x000241492,39430,fantasy_oclc,"Verne, Jules,",,Philadelphia;Porter & Coates;1873,1873,1872,,,,Around the world in eighty days,1872,0.18323374613206522,1
uc1.b117774_0,uc1.b117774,34493,fantasy_oclc|sf_oclc,"Verne, Jules,",,"London;S. Low, Marston, Searle & Rivington;1887.",1887,1886,,,,The clipper of the clouds,1886,0.8597758636818787,1
nyp.33433074876164_0,nyp.33433074876164,37811,fantasy_oclc|sf_oclc,"Machen, Arthur,",,London;J. Lane;Boston;Roberts bros.;1895.,1895,1895,,,,The three impostors;,1895,0.9604469660940627,1
uc2.ark+=13960=t88g8gj85,uc2.ark+=13960=t88g8gj85,22669,fantasy_oclc,"Lang, Andrew,",,"Bristol;J. W. Arrowsmith;London;Simpkin, Marshall & Co.;1889.",1889,1889,,,,Prince Prigio,1889,0.6410870368570167,1
uiuo.ark+=13960=t2697r439_1,uiuo.ark+=13960=t2697r439,32054,random,"Maitland, Edward,",,London;Richard Bentley and Son;1873.,1873,1873,v.2,Utopias;Fiction,,By and by,1873,0.13723070344132154,0
nyp.33433074938436_0,nyp.33433074938436,48666,random,"Bury, Charlotte Campbell,",,Philadelphia;E.L. Carey and A. Hart;1838.,1838,1838,v. 2,,,Ellen Glanville,1838,0.014194965128208833,0
nyp.33433074870902_1,nyp.33433074870902,43085,random,"Hocking, Silas K.",,London [etc.;F. Warne and Co.;1890.,1890,1890,,English fiction,,Her Benny,1890,0.06920308755007039,0
uc2.ark+=13960=t3st7fp5f_1,uc2.ark+=13960=t3st7fp5f,50933,random,"Munday, John William,",,Chicago;McClurg;1891.,1891,1891,,,,The Spanish galleon,1891,0.6705212047030704,0
njp.32101063582538_0,njp.32101063582538,32689,random,"Kernahan, Coulson,",,"New York;Dodd, Mead and Company;1896.",1896,1896,,,,Captain Shannon,1896,0.6393163023545794,0
uc2.ark+=13960=t8rb6wm87_0,uc2.ark+=13960=t8rb6wm87,47883,random,"Arthur, T. S.",,Philadelphia;Hubbard Brothers;1888.,1888,1888,,,,"The mother's rule, or, The right way and the wrong way",1888,0.07927040370971206,0
uc2.ark+=13960=t2z321j88_1,uc2.ark+=13960=t2z321j88,40800,random,"Blackmore, R. D.",,n. p. 1887,1887,1887,v.2,,,Springhaven,1887,0.06220590002460203,0
uc1.b248453_1,uc1.b248453,30214,random,"Baring-Gould, S.",,"London;Smith, Elder, & Co.;1887.",1887,1887,v. 3,,,The Gaverocks;,1887,0.17734366536248306,0
uc1.b3327243_1,uc1.b3327243,87021,random,"Wood, Henry,",,London;R. Bentley;1877-1882.,1877,1877,v. 18,,,Mrs. Wood's novels,1877,0.17938911610984803,0
nyp.33433075738199_0,nyp.33433075738199,68508,random,"Bolanden, Conrad von,",,Philadelphia;E. Cummiskey;1867.,1867,1867,,"History;Fiction;Germany;Frederick I, 1152-1190",,Barbarossa,1867,0.11500185062827191,0
uc2.ark+=13960=t77s7pf8f,uc2.ark+=13960=t77s7pf8f,48605,random,"Farjeon, B. L.",,London;F.V. White;1893.,1893,1893,v.1,,,The march of fate,1893,0.05336988832096277,0
nnc1.cu11651695_0,nnc1.cu11651695,37543,random,"Harte, Bret,",,New York;Sully and Kleinteich;c1889-1903,1889,1889,v.12,,,Stories and tales,1889,0.5263376216101192,0
uc2.ark+=13960=t5gb1zf4p_0,uc2.ark+=13960=t5gb1zf4p,46005,random,"Kingston, William Henry Giles,",,London;T. Nelson and sons;1859.,1859,1859,,Oceania;Juvenile fiction;Whaling,,Old Jack,1859,0.4233171953076988,0
uiuo.ark+=13960=t1hh75x0q_0,uiuo.ark+=13960=t1hh75x0q,32150,random,Queen.,,London;Hurst and Blackett;1880.,1880,1880,v.3,,,A Sylvan queen,1880,0.4271327340397182,0
uiuo.ark+=13960=t06w9ms37,uiuo.ark+=13960=t06w9ms37,37242,random,"Bird, Frederick Spencer.",,London;S. Tinsley;1879.,1885,1885,v.3,,,Stonedell Lodge,1885,0.02242938418806307,0
uva.x001038370_1,uva.x001038370,129877,random,"Auerbach, Berthold,",,Boston;Roberts brothers;1869.,1869,1869,,,,Villa Eden,1869,0.15537478277926944,0
uc2.ark+=13960=t8sb40745_0,uc2.ark+=13960=t8sb40745,52015,random,"Lytton, Edward Bulwer Lytton,",,Edinburgh;London;W. Blackwood and Sons;1859-1874.,1859,1859,v.11,,,Novels of Sir Edward Bulwer Lytton,1859,0.3645478399924235,0
mdp.39015005603967_0,mdp.39015005603967,43421,random,"Brooks, Byron Alden,",,"Boston, Mass.;Arena publishing company;1893.",1893,1893,,,,Earth revisited,1893,0.7345208478960915,0
uiuo.ark+=13960=t5s762w4d,uiuo.ark+=13960=t5s762w4d,47143,random,"Davenport, Selina.",,London;Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street;1818.,1818,1818,v.2,,,An angel's form and a devil's heart,1818,0.0014816605222893226,0
wu.89098860778_0,wu.89098860778,62300,random,"King, Katharine",,Boston;J. R. Osgood;1872.,1872,1872,,,,Ethel Mildmay's follies,1872,0.08107350162247479,0
nyp.33433004008573_1,nyp.33433004008573,46415,random,"Dorsey, Ella Loraine.",,New York;Cincinnati [etc.;Benziger Brothers;1897.,1897,1897,,,,The taming of Polly,1897,0.22845739403484003,0
mdp.39015063552254,mdp.39015063552254,33527,random,"Gregg, Mary (Kirby)",,"London;Griffith and Farran, successors to Newbery and Harris;New York;E. P. Dutton and co.;1880",1880,1880,,,,The discontented children and how they were cured,1880,0.405161684697521,0
uiuo.ark+=13960=t4wh2zx6g,uiuo.ark+=13960=t4wh2zx6g,55015,random,"Hake, Thomas St. E.",,London;Hurst and Blackett;1886.,1886,1886,v.2,,,In letters of gold,1886,0.3848875876256978,0
njp.32101020949853_1,njp.32101020949853,41150,random,"Thayer, William Makepeace,",,"Boston;Walker, Wise and co.;1864.",1864,1864,,,,"The pioneer boy, and how he became president",1864,0.039343172730237526,0
uc1.b250098_0,uc1.b250098,30216,random,"Lockhart, J. G.",,Edinburgh;Printed for W. Blackwood;1821.,1821,1821,v. 3,,,Valerius,1821,0.7130336654646131,0
nyp.33433074850656_0,nyp.33433074850656,51250,random,"Harte, Bret,",,New York;Collier;c1892,1892,1892,,,,Colonel Starbottle's client. Flip. Found at Blazing Star,1892,0.4088160316988893,0
mdp.39015046392760_1,mdp.39015046392760,57196,random,"Balzac, Honoré de,",,New York;D. Appleton & co.;1902,1902,1842,,,,The two young brides;,1842,0.19962392070046117,0
mdp.39015066052757_1,mdp.39015066052757,47355,random,"Gilchrist, Anne Burrows,",,Boston;Roberts Brothers;1883.,1883,1883,,"1764-1847;Lamb, Mary",,Mary Lamb,1883,0.16037395899422893,0
uc2.ark+=13960=t8sb40745_1,uc2.ark+=13960=t8sb40745,54117,random,"Lytton, Edward Bulwer Lytton,",,Edinburgh;London;W. Blackwood and Sons;1859-1874.,1859,1859,v.11,,,Novels of Sir Edward Bulwer Lytton,1859,0.3833617262848885,0
uc1.b3324288,uc1.b3324288,53306,random,"Duros, Edward.",,London;R. Bentley;1832.,1832,1832,v. 3,"Otterburn, Battle of, Otterburn, England, 1388;Fiction",,Otterbourne;,1832,0.256634234259796,0
nyp.33433074851910,nyp.33433074851910,44335,random,"Cable, George Washington,",,New York;C. Scribner's sons;1899.,1899,1899,,,,Strong hearts,1899,0.5410604349811815,0
uc2.ark+=13960=t7tm73f8z_1,uc2.ark+=13960=t7tm73f8z,39701,random,"Optic, Oliver,",,Boston;Lee and Shepard;c1890.,1890,1890,,"Civil War, 1861-1865;History;United States;Juvenile fiction",,On the blockade,1890,0.04574837863585093,0
uc1.b308305_1,uc1.b308305,32428,random,"Munroe, Kirk,",,New York;Harper & Brothers;1888.,1888,1888,,,,Derrick Sterling;,1888,0.3522102636494902,0
uva.x030736355,uva.x030736355,43126,random,"Grahame, Nellie,",,Philadelphia;Presbyterian Board of Publication;c1869.,1869,1869,,,,Mr. Wallingford's mistake,1869,0.028128631299451284,0
uc1.32106006504143_0,uc1.32106006504143,57960,random,"Eliot, George,",,Edinburgh;W. Blackwood;1884?,1884,1879,v.2,,,Works,1879,0.06147453572497677,0
nyp.33433068260151_1,nyp.33433068260151,31446,random,"Morris, Harrison S.",,Philadelphia;J.B. Lippincott company;1892.,1892,1892,v. 2,Christmas stories;Christmas poetry,,In the yule-log glow,1892,0.4493800039959249,0
uc1.b4456972_3,uc1.b4456972,104603,random,"Dickens, Charles,",,"Chicago;New York;Belford, Clarke;between 1883 and 1892",1883,1841,v.2,,,Dickens' works,1841,0.15159588380602138,0
uc1.b3322521_1,uc1.b3322521,31866,random,"Gladstone, Alfred.",,London;T. Cautley Newby;1863.,1863,1863,v. 1,,,The man of the hour,1863,0.05669192004601436,0
nyp.33433074850656_1,nyp.33433074850656,47516,random,"Harte, Bret,",,New York;Collier;c1892,1892,1892,,,,Colonel Starbottle's client. Flip. Found at Blazing Star,1892,0.8312563227460937,0
uiuo.ark+=13960=t8w95tm1j_1,uiuo.ark+=13960=t8w95tm1j,30960,random,"Tayleure, Floyd.",,London;Newby;1852.,1852,1852,v.1,,,Professions,1852,0.008620350243081222,0
nyp.33433081838777_2,nyp.33433081838777,41192,random,"Steere, Edward,",,London;Society for Promoting Christian Knowledge;1889,1889,1889,,"Swahili language;Tales, Swahili;Texts",,"Swahili tales, as told by natives of Zanzibar",1889,0.6466830835915026,0
uiuo.ark+=13960=t66403g7k,uiuo.ark+=13960=t66403g7k,56651,random,"Deccan, Hilary.",,London;Hurst and Blackett;1892.,1892,1892,v.3,,,Light in the offing,1892,0.30858657243670284,0
nyp.33433074938766_0,nyp.33433074938766,31629,random,"Bullock, Shan F.,",,"London;J. Bowden [etc., etc.;1898.",1898,1898,,Irish fiction,,The charmer;,1898,0.4174907697476344,0
uiuo.ark+=13960=t2697hc03_1,uiuo.ark+=13960=t2697hc03,30723,random,"Edmonds,",,London;Remington;1888.,1888,1888,v.1,,,"Mary Myles, a study",1888,0.06279225605549502,0
njp.32101068581915_0,njp.32101068581915,98641,random,"Cooper, James Fenimore,",,"London;R. Bentley;etc., etc.] 1852.",1852,1852,,,,"Homeward bound; or, The chase",1852,0.06705247845464035,0
uc1.b3327243_0,uc1.b3327243,87762,random,"Wood, Henry,",,London;R. Bentley;1877-1882.,1877,1877,v. 18,,,Mrs. Wood's novels,1877,0.06747883906852613,0
uiuo.ark+=13960=t8w95tm1j_0,uiuo.ark+=13960=t8w95tm1j,30033,random,"Tayleure, Floyd.",,London;Newby;1852.,1852,1852,v.1,,,Professions,1852,0.02122934771070631,0
uc1.b308305_0,uc1.b308305,32983,random,"Munroe, Kirk,",,New York;Harper & Brothers;1888.,1888,1888,,,,Derrick Sterling;,1888,0.337729803635864,0
nyp.33433081838777_0,nyp.33433081838777,55082,random,"Steere, Edward,",,London;Society for Promoting Christian Knowledge;1889,1889,1889,,"Swahili language;Tales, Swahili;Texts",,"Swahili tales, as told by natives of Zanzibar",1889,0.4037495702509089,0
mdp.39076005029983_1,mdp.39076005029983,51480,random,"Trollope, Anthony,",,Philadelphia;Gebbie;1900-1902.,1900,1877,v.1,,,The writings of Anthony Trollope,1877,0.20533091850257038,0
uc1.l0065065831_0,uc1.l0065065831,32776,random,"Towle, George M.",,New York;T. Nelson;1891.,1891,1891,,"Gama, Vasco da;1469-1524;Voyages and travels",,Vasco da Gama,1891,0.16605816419302083,0
